IDREVIEW,HOTELID,REVIEW
31,2087,"Jun 20 2008 	Very impressed.	Overall was very impressed with this hotel. We were planning to do a holiday on the West Coast of USA with a lot of travelling around and could only stay 1 night in San Francisco so we were not worried about the quality of our hotel just the location. When we arrived we were so pleasantly surprised, the hotel was so much nicer than we expected. The reception was very attractive and our room was clean and tidy. The location was fantastic and it didnt take us very long to walk to Union Square &amp; Lombard Street. When we arrived in our hire car we were able to find the hotel quite easily too. Unfortunately the view from our room was absolutely terrible, however in a city like San Francisco you dont exactly spend all your time sitting in your room admiring the view, so it didnt really matter to us.The Valet parking was quite expensive too, but then we found all parking in San Francisco to be quite expensive, much like most other large cities in the world. At least with the Valet parking they took your car away at the entrance to the hotel and returned it as soon as you requested it, which was much easier than trapesing around trying to find slightly cheaper parking. I would definately recommend this hotel to friends, it is ideal for a city break."
32,2087,"Jun 13 2008 	Disappointed	The hotel is located near by Union Square and Market Street, which was fine. Unfortunately our room was very worn down, and the carpets were disgusting! Internet access costs 5 $ for 5 minutes. There is valet parking for approximately 30 $ pr. day. For breakfast go to Cafe Mason at Mason Street a few minutes walk away."
33,2087,May 12 2008 	Nice hotel value for money	We have just returned from 5 nights at the Hotel Mark Twain and were pleasantly suprised. The hotel is only 2 blocks from Union Square and at only 50 a night there were no complaints from us. Yeh the bathrooms a little small but it's not a problem unless your overweight. When leaving the hotel and heading to Union Square take the next road up and not down as there are a few strange characters hanging around in some areas especially Eddy Street which is 2 blocks down. There are quite alot of homeless people in San Francisco especially in this area but other than asking for spare change they didn't bother us. Don't let it put you off staying here cause its a lovely llittle hotel in a good location.
34,2087,"Apr 23 2008 	Stay away. Unless you are looking for some CRACK	This has to be one of the worst hotels I have ever stayed in. The rooms barely fit 2 people, the elevator is decrepit, the location is horrible. Between the drug dealers, prostitutes and bums on the street I would seriously recommend anyone with a family or wife to look some where else. This nehborhood is not family friendly AT ALL."
35,2087,"Mar 28 2008 	Geat Value Location	This hotel was a pleasant surprise for the CHEAP price. Staff was more than helpful, room was spacious and clean, and location was great for downtown."
36,2087,"Mar 24 2008 	Love the new look	I really do love the new look they have. Very comfortable looking rooms and a very classic homey feel. They completely redesigned it since the last time I was there and it was a very pleasant surprise. The customer service is also second to none. I've had to rebook, reschedule, and completely drop my stays before and was always greeted with a smile.I only rated it above average because of a very large issue I had with the internet. I'm a sys admin so I needed the internet and every time (3 to be exact) I've have connectivity issues where it will route me other places, give me POOR connections, or just not connect at all. I've tried the Ethernet jack and the wireless and have had no luck with a good connection. Great place, but it's not the best place if you're a hard core internet geek, or you need the net for your job."
37,2087,"Mar 3 2008 	If You Like the W Hotels But Your Budget Doesn't You'll Like the Mark Twain	A friend recommended the Mark Twain to me as a great value alternative to the larger hotels. Boy, am I glad I took her advice! The room was small, but clean and recently updated, with some amenities typically found only in more expensive hotels, such as a flat screen TV, ceiling fan, nice wooden hangers not lashed to the closet rail, an in-room safe, and nicer bedding that included a duvet and pretty woolen throws. Happily, the non-smoking room had no trace of smoke smell, unlike other places I have stayed. It was easy walking distance from BART, Union Square, the theater district, cable car lines and lots of good restaurants. The hotel bar was intimate and friendly, serving high quality organic cocktails (yes, organic!). I did not try the neighboring Farm &amp; Field Restaurant, but the menu looked promising (if pricey).A few detracting factors:-Fairly close proximity to the Tenderloin, and the panhandlers and occasional street-level whiffs of urine that go with it. While walking to a nearby restaurant on Geary, I suffered through several, um, &quot;compliments&quot; from male passers-by. The neighboring Hilton also presumably has this problem, though. Panhandling and lowlifes are really a problem in many parts of the city. SF could learn something from Rudy Giuliani...-Despite the Mark Twain's best efforts at updating, it's still an old building with: single pane windows that let in a lot of street noise, old fashioned steam radiators that worked overtime, even when off, necessitating opening the windows, shower water pressure and temperature that varied, and a tiny, tiny elevator (NYC prewar apartment dwellers will feel right at home)-Wi-fi that cost $10/day (guess I'm spoiled by the free Wi-Fi at other hotels)"
38,2087,"Mar 1 2008 	Good old fashioned style hotel in fog-city downtown	This hotel is located in the downtown financial and commercial center of San Francisco, maybe far from the docks and the golden gate, but at a glance to business district, you can walk and appreciate the fog city's skyscrapers and the Italian district is at walking distance. There is also a cable car line station very close, you can see the cable car turning and get in to a pleasant ride passing through Lombard street, to the docks nightlife and touristic area.The hotel hasn't got really any attractive feature... the restaurant is new and quite fashioned, and it has a cheap and really close parking area. The rooms and the passageways are not so fancy... it's clear that this is an old building, somehow reformed and refurbished, we actually didn't find anything that bothered us... it was pretty clean and the personnel was keen on helping for whatever we asked.It is a good solution if you're looking for a cheap solution in a central area (other luxury hotels are located nearby), and a good deal for the money you spend since you're really close to lots of areas of interest. Even if the commercial district is not the main nightlife zone in fog city, we were able to find good bars with live jazz music and lots of restaurants."
39,2087,"Feb 15 2008 	Hotel Mark Twain - Great Hotel Good Location	I stayed at the Hotel Mark Twain from July 2007 to January 2008. The staff are friendly and helpful. The rooms themselves are nice- comfy bed, good cable. The hotel is located within an easy walk of Union Square. The Fish &amp; Farm restaurant is located in the hotel lobby (though not affiliated with the hotel). Have dinner at the bar one night. Fantastic food and service. Honestly, I can't recommend it highly enough. I had a great stay at the Mark Twain and will stay there whenever I return to the city for work or vacation."
40,2087,"Dec 11 2007	Hotel is lovely but stay away from the restaurant!	A group of us stayed at the Hotel Mark Twain this weekend for the Vikings/49ers game. The hotel is lovely. It has a quaint, European feel. If you're looking for a Four Seasons, you've got the wrong place, but if you're looking for a nice accomodating staff and comfortable beds, this is the place for you.The restaurant, however, is a totally different story. The hotel does not own Fish &amp; Farm so please do not hold the following story against them. One of my friends was in the bar and was very loud, this I freely admit, but the owner came up to the bartender (who was a very kind guy) and said that the entire group was cut off. I had an issue with the fact that the owner couldn't just come in and tell us directly. I agree, my friend was loud. I understand the problem. I had no issue with being cut off (although truthfully, only two people deserved such a thing), I just wanted him to come to me or any member of my group and tell us this directly. When I calmly asked him about this he would not speak to me, he just kept saying &quot;You're done.&quot; I said &quot;I respect that you don't want us in your bar, but could you at least listen to me&quot; and he kept cutting me off and saying no. There were no physical altercations, nobody had done anything to warrant being completely dismissed. It was disrespectful and unprofessional and I will never let anybody I know go to that restaurant ever. I'm working on a movie that films there, I have many friends in the entertainment industry who work in San Francisco quite often and I have a friend who is a radio DJ there. None of them will ever frequent this establishment and they are doing me the favor of spreading the word. But don't blame the Mark Twain Hotel as the staff there is wonderful!"
