IDREVIEW,HOTELID,REVIEW
73,1268,Mar 12 2004	Rethink your options!
74,1268,Mar 6 2004	ok hotel
75,1268,Feb 19 2004	Good Choice at a Discounted Rate
76,1268,Nov 2 2009 	gut aber...
77,1268,Oct 1 2009 	Centralt prisvrt hotell
78,1268,Apr 20 2008 	Buena ubicacin pero un hotel viejo.
79,1268,Sep 9 2007 	A eviter
1,1270,"Oct 19 2009 	Perfect in every way!	Beautiful old hotel. The best of everything from service to food to room...you name it, every possible luxury was provided...happily. Probably the nicest hotel experience I have ever had! I arrived after 3 weeks of traveling with a group and I was down to my last nerve. I did not have a reservation but the gentleman at the desk quickly picked up that I needed some pampering and gave me a BEAUTIFUL suite and some much needed TLC."
2,1270,"Mar 3 2009 	Wanted to see what it was all about	We liked the Savoy, it was beautiful and the room was large and nicely decorated (traditionally speaking). We stayed for 1 night as we wanted to check out a higher-end historic hotel for our last night before flying back to Ottawa. With FX rates what they are, and the fact that London hotels are expensive anyway we ended up paying close to $500 CAD for the night. I think I was expecting more for the price - maybe a bit more of a &quot;wow&quot; factor, but overall we thought the hotel was fine. Great location for sure, close to the Tube. I think next time we visit London we'll look for something less expensive and more modern, but that has more to do with taste and lifestyle than the fact that we found something wrong with this hotel."
3,1270,"Nov 21 2008 	The icon of historic London hotels	[Of note, this review is of (somewhat) historical significance due to the renovations due to be completed in 2009.] Length of stay: 11 nightsCheck-in: Taxi from the train station to the hotel. Flawless check in. The porter (Tony) was the consummate professional, offering to pay the taxi for me when the cab had misplaced my fare. Accomodations: Basic single room befitting a single traveller who came to London to see the sights. The room was clean and functional. VERY nice bathroom with walk-in shower. I agree with earlier reviewers that the hotel in general was beginning to show its wear, especially noticed in the halls.Dining: I sampled everything from the Savoy Grill to In-Room Dining to the Thames Foyer (for both breakfast and tea) and the American Bar. Impressive all the way around. The tea in particular was excellent and blew away the Ritz; Savoy Grill is a solid one-star Michelin.Location: London is big enough that I don't know if there is a hotel in a perfect location, but I was within walking distance of many of the theaters (Vaudeville, Savoy, Adelphi) and the Opera. Charing Cross is the nearest Underground station.Service: Impressive all the way through with some missteps. Turn down service was missed on two of the 11 nights and room service entered a couple of times without notice. The concierge services were notable (reservations at The Square on a moments notice). Tony the porter/bellboy was again very gracious, the master of casual conversation when necessary and professionalism when required.Cost: Appropriate for the overall experience.Summary: I look forward to visiting again in the years to come. The hotel was definitely due for refurbishment and I hope many of the staff return."
4,1270,"Oct 29 2008 	Old London luxury	I stayed here with my partner and his family for one night while we went to see a show. We were on a reduced rate due to family working there so I cannot comment on value for money but I loved this place. The rooms were so cosy and warm feeling, the bed was amazing and the whole atmosphere was just warm and welcoming. Not sleek and stylish but like being wrapped in a cosy vintage blanket. The bathroom was a problem, as pointed out by a sign in there, that the bath is very high and it's very easy to slipon the floor getting in and/or out. I read the sign and thought 'oh right maybe for oldies' and then went on to slip myself and I was and agile early 20s so be careful! However, I still give 5/5 as the service, location, atmosphere of the property was so enjoyable. Perhaps the location isn't right for everyone but it all depends on where you want to be!"
5,1270,"Aug 1 2008	A bad location and the restaurants overpriced	The Savoy is one of those old grand hotels like the Plaza or Pierre in New York. But.....Our room was very old and again on the small side. While we had a lovely view of the Themes River, it is in the West End which is an awful location unless you are going to the theatre every night, which we only did once. The Grill on the top floor is very good as well as Banquette for something more casual. The only London hotel I've stayed in with an indoor pool which was very handy. The afternoon tea in the lobby lounge was decent and the bar was nice."
6,1270,"Jun 4 2008 	What a fantastic room	I stayed here for 2 weeks on a business trip and this hotel was fantastic! I was looked after so well. My room was huge (it was a corner room) and it had a large, updated, white bathroom with 2 sinks. I came home each evening to a fresh bowl of whole fruit that was always something in season. The staff were courteous and helpful. I can't say enough about this hotel. The location was okay. I do recall taking taxis everywhere and would take the tube to/from work each day in Canary Wharf, which took about 30-40 minutes. I felt very spoiled during my stay here"
7,1270,Feb 11 2008 	Fantastic	I stayed at the savoy last February with my husband and three year old daughter.On arrival we were greeted by warm welcoming staff who ensured our car was seen to immediatly they even handed our daughter a lovely teddy bear! When we got up to our room we found we had been upgraded to a suite and there were champagne and chocolates waiting for us (my husband had informed the desk that it was my birthday) this was all free of charge.The hotel is lovely rooms are clean with enormous beds and spacious bathrooms.To top it all off the view of the Thames was fantastic.Although pricey the Savoy is worth every penny and i cannot wait to return.
8,1270,"Jan 1 2008 	Nice Experience in an old hotel	Stayed at the Savoy for two nights in September. The hotel has a nice location, close to public transport. The hotel has an old school glamour to it, but you can also see that some things are worn and outdated. We prefer more modern hotels. The room was a good size and clean. We did the afternoon tea, and that was a nice experience. Overall a good stay."
9,1270,"Dec 13 2007 	Great Service	The Savoy is pricey - but well worth it - especially if you can get it on a &quot;special&quot; of one sort or another. Centrally located in downtown London, it is a great location for those who don't want to, or can't, spend their time (and money) going into and out of London. I was there with my 82 year old disabled father who was visiting London for the first time since the battle of Britian in 1943-44. He was treated like royalty by the staff and especially by the engineers !! When dad's scooter needed a replacement screw at 8pm - the engineering department, which is open 24 hours a day) had it fixed in a half an hour !! When we checked in at 8am, we were given a courtesy &quot;early check in&quot; and they even gave us an upgraded room, which was large enough for his scooter. In fact we could have put three or four scooters in that room !! The service and amenities are the Fairmont 5 star treatment that I have grown to love and appreciate. Evening turn down service, shoes shined at night, newspaper at the door in the morning, and a high speed internet connection make staying at any Fairmont a treat - and the Savoy was an especially delightful treat. Although the hotel is not entirely handicap accessible, the staff went out of their way to try to help dad get around. I understand that the Savoy is closing in 12/2007 for renovations, and that handicap accessibility is something they are going to try to remedy when it reopens.The hotel has one 110volt outlet per room, and they will loan you a voltage converter if you need more outlets. I brought a 6 plug &quot;strip&quot; and by using that we had plenty of outlets to charge the scooter, my camera, and the other devices we carried.While we were there I had a cocktail (or two) in the &quot;American Bar&quot; and saw dozens of photos of movie stars on the walls. It seems that this is THE place in London for the rich and famous to stay. It is rumored that Frank Sinatra would not stay anywhere but the Savoy when he visited London, and the same for Elizabeth Taylor. In fact, when dining at the upscale Savoy Grill, the wait staff may tell you which table was Sinatra's favorite, or which was the favorite for Winston Churchill. I met some folks at the American Bar that were Rolling Stones groupies. They invited me to a party the following evening at Simpsons on the Strand (one of three or four restaurants in the Savoy). I declined as the party didn't start until after the Stones concert was over with at 1am. The following morning at 5am the entire Rolling Stones came through the lobby and it was then that I discovered that I had declined an invitation to party with the Rolling Stones !! Next time I will be more prepared to rub elbows with the rich and famous."
