IDREVIEW,HOTELID,REVIEW
39,1927,"Dec 27 2007	Fantastic!	The hotel was clean, in a good location, and though small, updated and modern. The bed was very comfortable, the bathroom was well maintained, and there was even a flat screen. For the money, I would certainly stay there again."
40,1927,"Dec 6 2007	Managers attitude	The manager David( not sure of surname) was very unhelpful, obnoxoius and unpleasant to his staff.The rooms were very small for 4 people but were clean, rest of the staff were very nice, especially Ralph, Alan &amp; Vanessa"
41,1927,"Nov 19 2007 	Really liked my stay here	Staff was friendly - new to the city, I was given a subway line tutorial and and nice map pf Manhattan. Room was small but nicely furnished - large bed - great free standing closet and flat screen TV!Bathroom had nice space - shower was nice - very clean!Nice place to relax after a very busy day spent playing tourist!"
42,1927,"Nov 2 2007 	David is great! The rooms good!	Unfortunately I booked this hotel through HOTELS.COM and they screwed up my ENTIRE reservation. (Corporate rooms, 20/ALL WRONG). Even though I had confirmation before hand many times, every single one of my reservations was completely wrong upon arrival. (I was even jipped one of my rooms after paying in-advance over $40,000!)The saving grace: 1) The location to the Javits Center is INCREDIBLE2) David--front desk....who went out of his way to completely make everything better. (Including walking to the Javits Center while I was in the middle of running an event to make sure I had everything I needed!!3) The rooms/price. Very beautiful re-done lobby. 4 rooms per floor, but decent sized for New York--Times Square was a really quick walk away!!!The bad:1) A certain un-named incompetent and unsympathetic front-desk staffer2) hotels.com3) No breakfastPlease feel free to contact me for more details. I will never use hotels.com again to book group reservations! However, the Gem is a true Gem so I didn't let that effect our companies stay. Thanks David! :)"
43,1927,"Nov 1 2007 	Perfect for overnight stay.	Stayed there for 1 night in Oct. 2007..Hotel room is very small, however bathroom was very clean and modern. FlatScreen TV is new..Overnight parking was $35 at lot across the street. My wife was happy and she is extrememly fussy. I am just not used to the small NYC type hotel room but it was okay for one night and if you don't stay in the room much..10 minute walk to 34th street, Madision Squre Garden and Macys..A little creepy to walk back to the hotel from the theater district in the evening..Use a taxi or drive..Overall for a one night stay it is fine and recommended if you don't want a fancy 5 star hotel."
44,1927,"Sep 2 2007	Off the beaten path	Got a great price from Hotwire. But too much off the beaten path for me.Location: two and half blocks from the subway on 8th Ave.If you don't mind spending money to catch a cab back at night, this place may be for you. Or if you need to save money, walk back very quickly and avoid the group of people hanging out throughout the night across the street.Enjoyed the room though. The bed, had a safe, flat screen tv, nice bath ammenities, nice sized bathroom....The night time guy at the front desk was very helpful and pleasant. The early Morning crew was seen hanging with their dates in front of the hotel. One women still managed to blurt out good morning to me. On my check out day, the guy checked me out and gave me a paper to read."
45,1927,"Jul 16 2007 	Slept well at the HoJo	The Howard Johnson was a great place to stay for us because we were on a limited budget. The staff was great and VERY helpful. They helped us navigate our way through the city and gave us great advice on how to get back to the airport for our departure. Since the hotel is relatively new, the rooms were fantastic. They each had a new flatscreen tv and were decorated in modern black and white. They were small, but it's NYC... we spent the majority of our time sight seeing. We didn't care about the size of our room. The only thing we did in our room was sleep and the beds were clean and comfortable... and the rooms were quiet.The only slightly negative side to staying at this hotel was that it is located about a mile from Time's Square. If you are planning on staying out late night... you can take the subway to Time's Square and then take a $5 cab ride to the hotel. We did that to be safe. The hotel was clean and great for travelers on a budget. I would stay there again."
46,1927,"Jun 17 2007 	Great hotel ok location breakfast could be better	My wife and I stayed at the Howard Johnson Midtown Manhattan from June 4th until the 10th 2007. After reading the reviews we were a little bit concerned, not too much though. When entering the hotel it felt good already and in the room all doubt was gone. It was great. The rooms are not too big, but remember, you are in Manhattan, New York. All two, three star hotels have rooms of similar size. This is not the Waldorf Astoria!BEDThe hotel is pretty new which makes all thing neat. They offer several bed sizes. Our room (#904) offered a king-size bed and four pillows. Placing them next to each other fits the width of the bed. I guess the length is 2 meters. It was a large bed, laying comfortably, making one sleep absolutely well. The spacing around the bed is not too much, just enough to get out and into the bed at the side. DESK/ TV/ PHONE/ INTERNETAt the foot of the bed a desk is located, of an appropriate size. If one would really want to work there, the space is not really comfortably, when it comes to getting seated as well as the work space at the desk itself. But occasionally will give no real problem and for just placing your stuff on the desk, it suits. A coffeemaker is located in the desk. A great flat TV is hanging on the wall above the desk and two phones are available (desk and bed). Complimentary Internet excess in the room is available (use your own laptop). It is wired and a cable long enough to sit on the bed is available from the drawer of the desk.CLOSET/ SAFE/FLAT-IRONThe closet is not big either, but more than enough for two people to put their clothes in, needed for one week. It offers two drawers, and of course a part to hang your clothes. One can put his suite case on top of the closet. A flat-iron is located in the closet, ironing boards are located in the fire escape.A safe with electronic PIN lock is complimentary and placed in the closet. It fits a laptop.A/C UNITThe airco unit can also be used as a heater. We only used it as an A/C. It switches on and off depending on the temperature. Although not having it switched on all night (and/ or day) is really great for the environment, we thought it was a bit annoying to sometimes be woken up in the middle of the night when the A/C switched on. But referring to the time before going to sleep, it must have switched on and off many times a night, so I guess the only time we really woke up, was when we already needed to go to the toilet. The window can be tilted open lateral.BATHROOMThe bathroom is of an appropriate size and large enough to have two grown-ups brushing teeth together. The holder of the toilet-paper in our room was hanging loose. We didnt mentioned it, but after two or three days it was repaired. The shower is good, constant temperature and a firm jet.BREAKFASTAs mentioned in some other reviews the breakfast was not too great. Located in the cellar and offering several muffins, cereals, coffee, tea, orange juice and apple juice. We thought the location of the cellar was not too bad, it is not really great either. But mostly, the housekeeping staff were also responsible for keeping the breakfast in a good state. That means, they kept an eye on the amount of muffins and all, while, at another corner of the cellar, preparing the bedclothes and towels for cleaning the rooms later on. It were clean bedclothes though. The breakfast could be better and in a better place. Even though it is rare for a hotel to serve breakfast in NYC, when doing so, do it good!Coffee and tea is served all day. But one morning after breakfast, the coffee was done. And when I say done, I really mean done. No coffee available to refill the machine with. I think that is a lack of planning and bad service.LOCATIONThe hotel is a bit off the beaten track, but well enough to walk to Times Square (a little under 15 min) and Penn(sylvania) Station offering Subway and trains (10 min walk). One day we even walked to Fifth Ave and up to Central Park. The ramp of the Lincoln Tunnel makes no problem and with the window of the room closed, one doesnt hear any annoying sounds from outside.FRIENDLYNESSWe thought the personnel were friendly and helpful. When checking in we met Alan (great guy!) who gave us a map of New York City and the subway and later that week some hints about what to see in the Big Apple. All other staff were friendly as well.SUMMARYWe loved the Howard Johnson Midtown Manhattan for its cleanliness (I have asthma so a clean hotel is very important and I had no problem in the HoJo), all was new. A bit off the beaten track may be somewhat sadly, but is no real problem. The breakfast and friendliness of the housekeeping staff (breakfast as well) could be better. This hotel is absolutely worth the money! We would definitely return.See our posted candid traveler photos. For questions, dont hesitate to contact us."
47,1927,"May 29 2007 	Excellent! Will definetly return.	I stayed at the Howard Johnson Midtown May 14th through the 18th. The room was delightful for a budget hotel. It had two beds, a desk, a flat TV hanging on the wall, and two phones (one cordless). It was very clean and comfy. The hotel is a little bit off the beaten path, but at night it was quiet and there were no disturbances. The subway was a short walk away (about 5 blocks or so). The staff was really nice, especially the girl at the front desk (I believe her name was Vanessa). They were really helpful and chatty. As others have said, the breakfast area isn't very nice, but it did the job. They had some muffins, some cereal, coffee, and orange juice and apple juice. Overall, for what I paid, I was really satisfied and will definetly return."
48,1927,May 22 2007	BAD place	I got jewelry stolen from the room!!!!!!!Bad customer service
49,1927,Apr 27 2007 	Stay away from this place
50,1927,Apr 18 2007 	Very satisfied
51,1927,Apr 15 2007 	cold with poor service and no promised refund
52,1927,Apr 12 2007 	Wished I picked Holiday Inn Express
53,1927,Apr 4 2007 	Put in a basement closet in NYC
54,1927,Mar 29 2007 	Good location and modern room but...
55,1927,Feb 12 2007	Very nice good location excellent price
56,1927,Feb 10 2007 	Outstanding
57,1927,Nov 15 2009 	rustig maar 's avond net iets te ver
58,1927,Sep 15 2009 	Bon rapport qualit/prix. Quelques points  revoir.
59,1927,Aug 21 2009 	pas de tlphone.....
60,1927,Jun 14 2009 	preiswert und sauber
61,1927,Feb 4 2009 	Molto carino!!!
62,1927,Sep 16 2008 	Ohne Bedenken absolut empfehlenswert!
63,1927,May 9 2008 	Molto carino
1,1934,"Nov 19 2009 	Great Hotel if you know a few things	First be sure you are GUARANTEED to be on the side of the hotel away from the bridge. If you face the bridge it is very noisy and you maybe very upset. Second know that you are in Chinatown. I love Chinatown and needed to stay in lower manhattan but it is a bit out of the way for some people. It is very clean, new and the customer service is great. It is however minimalist. You get everything you need but not a thing more. There is no wireless - there is hard wired DSL and in our room the cable was next to the phone on a TINY night stand with a short cable. We had two queen beds and the room was quite large. The desk was also tiny. The free coffee in the lobby is instant coffee and hot water.Cabs are fairly easy to get in China"
2,1934,"Nov 14 2009 	Surprisingly nice!	In the middle of bustling Chinatown is Hotel 91. Immediately surprised by its cleanliness and comfortable beds! The property has a very &quot;fresh&quot; feel. Our room had 2 double beds (they reminded us of the Westin's &quot;Heavenly Beds&quot;. A/C was very quiet and efficient, plenty of hot water, free high speed ethernet, flat screen tv. Overall room size was a bit small, the window view on the 6th floor was the traffic/train of the Manhattan Bridge (almost touching distance!). A bit noisy, but the double-paned windows helped and it didn't interrupt sleep. No fridge, We only saw Chinese food nearby (Starbucks about 1/2 mile away). &quot;Complimentary coffee and tea&quot; on 2nd floor was a hot pot with instant Folgers or tea bags.Walking distance to the Brooklyn Bridge, Ground Zero.Good value for money. Nice and helpful staff.Parking at $32/day on Henry St (near the backdoor entrance to hotel)."
3,1934,"Nov 7 2009 	Solid value for money	This hotel is not fancy or anything but the location is great and the room is good. You only get a room and some vending machines - no restaurant/bar or room service - but that's all you really need. No bedbugs and the room is cleaned every day. I got an offer on the room (104 $/night) and the price was definitely right.The hotel is smack down in Chinatown which worked for me since I spent most my time in LES and the Chinese surroundings is a good experience - like being in China actually. :-)I got a room right next to the the train track on Manhattan Bridge but was not disturbed by the noise even though the trains keeps at it all night. There's a double window frame so most of the noise is blocked out.You can find better hotels (but then again probably also more expensive) but definitely also worse, so Hotel 91 is worth a recommendation."
4,1934,"Sep 14 2009 	Clean Friendly 	Me &amp; my best friend took a 4 day trip to NYC. - Saw this place on line, booked it. - Got there and we were happily surprised to find how clean and nice it was inside. Everything seems new. The Staff is SUPER friendly, Didio was my favorite. ~ The rooms were perfect for 2 people, the beds ROCK, and although the train is nearby it wasn't bothersome at all (from Texas, just sounded like thunder to us). ~ The only downside is, if you are not gonna hang out downtown, you will have to travel a bit as the Hotel is pretty far from Midtown. BUT, they have their own Car Service and it IS cheaper than a Taxi to get anywhere you want to go. (Example, to Laguardia it was 35 bucks, a taxi cost us 45 on the way in). ~ They told us of all the great places to go &amp; see and how to get there on the Subway. The Staff just really knew their stuff. I would stay there again for sure! ~ Everyone we saw (other visitors) were nice and seemed pleased as well, there were people from all over the world there. - I HIGHLY recommend this place. (me &amp; my friend are females, mid 30's). You won't regret staying here, I promise."
5,1934,"Sep 11 2009 	Please Stay you will not regret it!!!	The reason we stayed here is because of the rate. We had a great time. The room very clean. The customer service was just pure de awesome. The thing that we did not like was that it was 4 of us and the room was very small. The noise did not bother us not one bit. Plenty of transportation service all around the area. No complaints what so ever and will stay there when we all go back to NEW YORK again. Thank You Hotel 91 for all your help. I wanted to take the bed home with me, it was so comfortable."
6,1934,"Sep 6 2009 	Great stay in a very convenient location	Hotel 91 is great. Not expensive -throught hotels.com- and so conviniently located at the heart of Manhattan. Chinatown is a great place to stay, very charming despite the fish smell in the streets. The room was clean and I almost didn't hear the noise from the bridge thanks to the double-double windows !"
