IDREVIEW,HOTELID,REVIEW
353,363,Feb 18 2004	Mixed Feelings
354,363,Jan 30 2004	First time in Vegas
355,363,Nov 15 2003	Nice room bad service
356,363,Jun 3 2009 	Super Hotel
357,363,May 25 2009 	?????????????
358,363,Feb 22 2009	?????????
359,363,Aug 31 2008 	excelente relacion calidad precio
360,363,Aug 30 2008 	plutot bien pour la famille
361,363,Jun 29 2008 	Sehr gutes Preis-Leistungsverhltnis
362,363,Jun 13 2006	Aus den Augen aus dem Sinn
1,367,This hotel deserves praise	I was unaware that my watch was on 4:00 pm EST and checked-in prematurely. It was therefore only 1:00 p.m. I think it was the manager who was behind the front desk who took me in without complaint or a whimper. There is nothing fancy about this B&amp;B but it is clean and comfortable. I did not have much interaction with the staff but I did not find any rudeness in them. The unlimited free breakfast was excellent. Much better when I last stayed at a La Quinta in L.A. I will definitely come back if I get a nice deal again.
2,367,"Nov 13 2009 	Nice hotel not too close to the Strip	Room was clean and very quiet, even know it was close to a Main road. Upper rooms would get a nice view of the neon lights of the Vegas casinos. Two big queen beds, very soft and comfortable. When we couldn't get the tv going, maintence man came promptly and was very pleasant. Breakfast had a big variety of hot and cold items  eggs, sausage patties, biscuits &amp; sausage gravy, toast, bagels, cereal, muffins &amp; pastries, coffee/juice. Staff were polite and seemed helpful. We were very.happy with our stay there, especially after a long sleepless flight, it was lovely to relax in such a comfortable room. My only little complaint was there was no complimentary bottle of shampoo/conditioner, only body wash &amp; body lotion. No restaurants within walking distance."
3,367,"Oct 27 2009 	Pretty Decent	This hotel has a surprisingly good view of the strip if you are on the right side of the hall! The room was pretty clean, the staff was pretty nice, and the hotel seemed to always be packed with cars at night, which I find comforting knowing that I'm not the only one there. However, the security probably needs to be improved a little. About 2-4 times a day, there would be a pizza flier slid under my door (probably from some kid the pizza business hired to improve sales).. And on the door, going in the side of the hotel, it clearly states &quot;no soliciting&quot; ... So either the hotel doesn't care that these people are just coming in and soliciting, or they are really oblivious to who are their guests and who are not... (I would never buy pizza from a company that does this by the way)They have a shuttle that goes to Mandalay Bay and MGM which is good. I did not use that service, since it only goes till 12AM... Which is odd, since most people in Vegas stay out till way past then, I'd assume..The bad part of the hotel is that there was NO fridge....... I hate that. I mean, you're in a desert and they have no fridge... like wtf? I paid like $80 plus $10 or $12 or so for taxes each night... I think that's probably just about the right price, although it'd be better if it was lower : )It's a good place to stay at if you're in Vegas for more than a few days, because it gives you a chance to get away from the rustle and bustle and hustle of the casinos."
4,367,"Sep 5 2009 	clean and new	Found the hotel to be worth the 160 for 3 nights. Decent free breakfast, shuttle service to the strip was excellent too. Rooms were clean and the facilties were fine. The pool area was also well maintained apart from the plunge pool being out of order. If your on a short trip to LV and looking for a clean affordable hotel then i would go for this place. No complaints what so ever. P.s try the bar at the top of &quot;the hotel&quot; for a great view of the strip. The shuttle drops you off there. Fab!"
5,367,"Sep 3 2009 	Fantastic Service	Having driven from the Grand Canyon where we stayed at the Holiday Inn Express, we were delighted with the service at this one which was so different from the nights before. No criticisms at all. Really good time and a fantastic selection of in room dining too which was great with small children."
6,367,"Aug 31 2009 	Just Average	We were in Las Vegas for only one night before flying home after a two week vacation in Utah, and chose this hotel over one of the large hotels so we could be close to our vehicle in the parking lot for &quot;repacking purposes&quot; because we had a lot of luggage. Their complimentary shuttle goes to Mandalay Bay (south on the strip) and the MGM Grand (middle of the strip), so when we found ourselves at the Bellagio (north on the strip) at the end of the evening, we opted to take a taxi back to the hotel. It cost about $11 but was worth it after all the walking we'd done. Our bathroom could have been cleaner, and I forgot to ask for a room on the top floor so we had to listen to people stomp around above us. The breakfast buffet was typical Holiday Inn Express but the young woman tending to it was awesome. It was ten minutes until it ended and she was still bringing out fresh hot food, restocking everything, and cleaning the tables. She made my day."
