IDREVIEW,HOTELID,REVIEW
125,2008,May 9 2006	Clean cozy value
126,2008,Apr 8 2006 	Fantastic Bargain
127,2008,Apr 3 2006 	With proper expectations a fantastic deal!
128,2008,Mar 23 2006 	Go prepared
129,2008,Oct 11 2005	Basic Clean Hotel in Excellent Location
130,2008,Sep 27 2005	Loud Elevator!
131,2008,Sep 27 2005	Great Hotel for the Price!
132,2008,Feb 19 2005	great little hotel
133,2008,Feb 2 2005 	A good value central hotel
134,2008,Aug 11 2004	Perfect location great price
135,2008,Oct 24 2009 	muy buena ubicacin
136,2008,Oct 13 2009 	Sans ame
137,2008,Oct 8 2009 	Accueillant
138,2008,Sep 20 2009 	hotel sympa
139,2008,Sep 2 2009 	Trs bon hotel
140,2008,Jul 25 2009 	Hotel correcto y bien ubicado
141,2008,Jun 4 2009 	Pratique
142,2008,Sep 21 2008	Trs bon plan pour se loger  SF
143,2008,Aug 17 2008	buon hotel
144,2008,Aug 8 2008 	Ottima solo la posizione
145,2008,Apr 24 2008 	Parfait!
146,2008,Mar 28 2008 	Tolles Hotel!
1,2009,Sep 28 2009 	Echo the previous review- bed bugs!	On my 2nd day there
2,2009,Sep 26 2009 	Bed Bugs!	The location and value are great
3,2009,Sep 10 2009 	Never again	Never again....People entered the room while we were out (they left lights on and moved things). They charged $10.00 more at check-in than the quoted room price. The TV didn't work until we fixed the cable. Fan was broken
4,2009,Aug 18 2009 	Pay for what you get	Good location. Walking distance to the wharf
5,2009,Aug 13 2009 	Great location but the rest is bad news - bloody sheets...yuck!	This hotel is in a great location. That's the only positive. I stayed two nights (room 212).On our departure morning
6,2009,Aug 6 2009 	Deposit required to activate room phone	Wanted to make collect call to family in Canada but was asked to pay a $20. deposit to activate our phone. Had never heard of anything so absurd. Deposit is required for local calls as well. Ended up going to the Marriot Hotel across the street to use the pay phone in their lobby to make a collect call to Canada.Also wish they had laundry facilities for guests.	
7,2009,Jul 29 2009 	the best location for the best price	Within walking distance is Fisherman's Wharf with tons of restaurants &amp; shops. Bourdin had good food and a great view but it was a little pricey. A short walk to Starbucks and Trader Joe's on Bay St. Columbus street had lots of places to eat as well. The Stinking Rose was amazing
8,2009,Mar 18 2009 	Great for the price!	This hotel is an older hotel
9,2009,Jul 16 2008 	Great value	1. cleaniness2. location3. priceWhile searching for a decent priced hotel in the Fishermans Wharf area
10,2009,Jun 24 2008 	Nice but could be better	We asked for a non-smoking room but got a room that was so stincky we couldn't even sleep. The guy at the reception told us that he cannot do anything because we checked in too late.The breakfast is nothing
11,2009,Dec 24 2007 	Never!!	Stayed here August 11-14
12,2009,Nov 15 2007 	not too bad but not great	My husband and I stayed in this hotel/motel for 2 nights the last week of October. We drove the california coast for our honeymoon without a map or reservations anywhere. Pulled into San Fran and started looking for hotel
13,2009,Sep 22 2007 	Don't Expect a great place	You get what you pay for and this place is a perfect example of it. This motel was okay and it was what i expected for the money. Directly across the street was a nice hotel but was 3 times the cost. If you want service
14,2009,Sep 16 2007	Shower at your own risk	My son booked this hotel the weekend of September 8 2007 thinking it was convenient for our itinerary. We checked in around 7 p.m. We discovered no place to park. We almost parked two blocks away in a public parking lot except my son watched for someone taking off from a spot on Columbus and thanks to cell phone
15,2009,Dec 9 2006	No Hot Water	Terrible terrible terrible!!! No hot water for showers
16,2009,Jul 24 2006 	Don't do it	Oh it was terrible. There are no words. Go elsewhere if you possibly can
17,2009,Mar 8 2006	You get what you pay for...	We stayed 2 nights at the travelodge fisherman's wharf in early March. I wanted to stay close to the wharf and I'd gotten a great deal thru Hotwire. The rooms were very basic hotel rooms. Everything was clean
18,2009,Feb 5 2006	basic but clean	We stayed at this hotel for 3nights
19,2009,Oct 13 2005	Don't waste your time or money!	What a major disappointment! The Travelodge at Fisherman's Wharf is a dump! Not even the special rate of $99 per night was worth staying. No air conditioning in room
20,2009,Oct 12 2005	Just what I needed - for budget-minded only	I moved to the Travelodge Fisherman's Wharf from a boutique hotel in the theatre district just to be in a safe and cheerful neighbourhood. The Travelodge was as simple as you'd expect - nothing fancy at all - but it was friendly and felt safe. I'd highly recommend bringing earplugs
21,2009,Aug 13 2005	Dreadful decor creaky floorboards you will need earplugs!	Great location
22,2009,Jul 1 2005 	Not too bad.	We just stayed here one night in June
23,2009,Nov 9 2004	Not worth the benefits of the location	Wow
24,2009,Jul 29 2004	Be careful!	Small rooms
25,2009,May 17 2004	Great Location.........that's all	Had heard good things about this motel and have stayed at other Travelodges so didn't hesitate to book. I wish that I hadn't. We got room 216 with two queen beds. The room is tiny (this includes the bathroom)
26,2009,Feb 23 2004	Not to bad at all	We enjoyed our stay here
27,2009,Dec 2 2003	Care Bear Look Alikes On Walls and Decor	Was close to SF Wharf but got the kiddy room for 1 adult and 1 teenager room was full of the the BearTravelodge guy ...on curtains..bedspread and chair...had coffee in room and lobby area where the front office slept.................one of the most interesting place with character in such a stranger city	
28,2009,Feb 13 2003	eeewwwww	Blech was right! the room we had was no bigger that our bedroom at home and this one had 2 beds and a table and a armour for the t.v. way small. No room to move. Had ants on the bathroom sink. water went cold when someone else from another room had a shower. the floor creaks. And then they charge you 10 bucks aday for parking and dollar a day to use a safe in the room even if you don't use it. Gouge Gouge. It would have been cheaper to park in a parkade all day. The only good thing about it that it was close to fishermans wharf (great place) Beware of the Camera/gift shop on Northpoint rd. It has the purple awnings
29,2009,Jan 15 2003	Blech!	I had the unfortunate experience of staying at this property on NYE. The only good thing about it is the location (close to the Wharf
30,2009,Oct 4 2009 	Ottima posizione		
1,2011,Apr 20 2009 	Disagree with all the negative reviews here!!	We booked the Beach Motel for no reason other than its price. We did minimum research and made the reservation before we read the reviews here. Saw all the negative reviews the day before we travelled and were horrified and thought of just going somewhere else but decided to go with it for one night as they already had our credit card details etc.Actually we were really pleasantly surprised. Yes
2,2011,Aug 9 2008 	Worst hotel I've ever stayed at in my life!!!	We &quot;accidentally&quot; booked this hotel thinking it was another one we had stayed at and BOY
3,2011,Jun 2 2008	horrible hotel + rude management - never ever stay here	Absolutely HORRIBLE place. Quite possibly the worst hotel I have ever stepped foot in. First as I parked I noticed there was only one available spot in the lot so not enough room for me and my friend to park our cars. I walk into the lobby and it smells old and dingy. Their website is also broken. I made a reservation for two people and two beds and it made it for one person and one bed. I walk into the lobby with 3 friends and the first thing the clerk says is he doesn't want that many people in the room. I explain to him that only two are spending the night. He finally agrees and checks me in. I get up to the room and then notice there is only 1 bed. It is also old
4,2011,May 17 2008 	would not stay there again if it was free!!!!!	My wife had a doctor appointment at UCSF medical center and I was having trouble finding a place with reasonable rates. I did not know it was graduation for UCSF and that the Bay to Breakers race was that weekend.the place was easy to get to from the north. There were no rooms available on the first floor and my wife has a bad hip
5,2011,Nov 4 2007 	Don't stay here!	I was looking for a place to stay while visiting my father
6,2011,Jul 25 2006 	Inexpensive and Ok If You're Not Fussy	I stayed here for a night during a bicycle trip down the California coast. it was about the cheapest lodging I could find that wasn't a youth hostel.If was OK. the room was a little funky
