IDREVIEW,HOTELID,REVIEW
19,2173,"Jul 28 2005	Avoid at all cost!	This is not a hotel, more like a motel in TJ (Tijuana) Mexico. This hotel has no association with the Hilton Embassy Suites. The bathroom has purple checker board and the heater looks like a radiator. The trim is painted with a cheap silver and gold painting. Sirens ring almost on an hourly basis. The room smell like rotten cheese. I recommend if you plan to stay to pack with M-16 and gas mask to survive through the night. Every corner of the hotel smell like [urine]. The entrance gate is operated by someone inside who is watching the monitor. The gate is old looking like backyard ally dog watch. Don't stay here unless you only want cheap rate or free parking. That was our mistake."
20,2173,"May 24 2005	A Suitable Accommodation For A Suitable Price	We chose this hotel for the price and the central location to many nearby attractions in San Francisco. We came during Chinese New Year, we arrived at the hotel late in the evening. When we got inside to the front desk, where we were greeted and received the key to our room. One thing we did noticed was that the elevator was very old but still seem to work fine. Our room was on the fifth floor, the room was clean; there were clean sheets on the bed; there was new soap and clean towels in the bathroom; cable television; desk and a very large closet. Each day our trash was taken out and the beds were made by housekeeping. One thing that people have to realize is that this is an old hotel built back in the 1930s', but still well taken care of despite its age.We are glad that we did not read the reviews that were posted here, or else we probably would not have picked this particular hotel. We believe that if anyone is on a budget and is just looking for a place to sleep for a few nights, this hotel would probably be your best bet."
21,2173,Jan 10 2005	The worst ever	I have stayed in hostels that were cleaner than this hotel. I do not recommend it to anyone and it is not a value for what you get it is a rip off. the window overlooked a dumpster that had people drinking all night by it. It has no airconditioning which was awful when I stayed there because it was in the nineties. The bathroom is large enough for one person to stand in. I didn't sleep in the bed one because it was too hot and another because it looked dirty and stained. The carpets had stains and everything about it was awful. The rooms have no amenities. Please don't stay here you would be better off sleeping in your car.
22,2173,Aug 17 2004	The Embassy Hotel needs a Cleanup!!	The hotel does not do a good job of cleaning. There is usually garbage left in the hallways and stairwells. The elevator smells of old beer and is quite filthy. They need to clean the place up. The staff appear overworked.
23,2173,"Jul 23 2004	A terrific bargain in a great locatioon	We chose the Embassy because of its proximity to the War Memorial Auditorium, where the San Francisco Opera Company's productions are held. The location was ideal - no more than a ten minute walk to the opera. The hotel offers free, no-limit, &quot;in and out&quot; parking in a locked and gated area protected by security cameras.It is directly across the street from the California Culinary Academy and many of the Academy's students use the Embassy as a resident hotel. We found them to be quiet and unusually well behaved and courteous.Although the hotel obviously is somewhat old, the current owners have done an excellent job of refurbishing it. While we were there (June, 2004), the completed installation of a new fire protection system.Highly recommended to anyone on a budget."
24,2173,"Feb 20 2004	Simply atrocious!	I would advise anyone planning to stay here to seriously reconsider. I'd even go as far as to say don't bother! As bad as you think this may be for the price, I really don't think anyone can be prepared for how awful this really is. Not only is the hotel old, dirty, run-down, and sickly, but the neighborhood outside is downright frightening. No one can feel safe walking outside at night, and even during the day a tourist should be wary. Even finding a taxi in this part of town proved tricky. This hotel and this area are definetly places to avoid in San Francisco!"
25,2173,"Dec 31 2003	Seriously think about staying here!!!	I stayed at the Embassy in November 2003. It was pretty bad. When we checked in, our reservation was cancelled. They then gave us our allocated rooms and mine, was one that had not been completed!!! Although the room was changed, the shower would not work. Eevn though I complained to the management about it, it wasn't fixed. The neighbourhood and I cannot stress this enough is really awful. We did not feel safe during the day walking and during the night, I would advise people to use cabs. The free breakfast that they provide, is not appetizing. Needless to say I shan't be making a return trip!!"
26,2173,"Nov 6 2003	We Wouldn't Even Stay The Second Night For Free!!!	We received a two nights free stay at the Embassy Hotel as a free gift for attending a time share presentation. Having read the reviews from Trip Advisor.com, and knowing that this was not the Embassy Suites, we were prepared for the worst, which is exactly what we got! The neighborhood surrounding the hotel is one of the worst in San Francisco, which includes pan handlers, transients, prostitutes and drug dealing.  Upon arrival we were greeted at the counter and given an actual key (as opposed to the what seems to be the standard, in today's technology, a key card) We then boarded an ancient elevator, which had a door that needed to be opened from the outside with a door handle. The elevator held only four people at a time and would not operate unless the entry door was closed. (At one point we waited approx 10 minutes for the elevator on the fourth floor, due to the fact that the entry door hadn't been closed on the ground floor.)  Our walk to our room was met with trash left in the hallway (which was still there the next day) by other guests. Most of the other guests seemed to be students of the Culinary Academy located across the street from the hotel.  Upon entry into our room, we discovered several black mold spots on the bathroom walls, poor patch jobs to the bathroom tile, a picture which was hung upside down and very few amenities.  After spending the night listening to the neighborhood locals scream and yell, hearing the numerous sirens go past the hotel, waking to the sound of the guest in the room next door throwing up, accompanied with the odor of vomit, we decided to check out, even though we still had another free night stay left.  The only bright spots were that it was an architecturally interesting building, which was built in the 1930's, although it needed serious remodeling and the Temple bar and grill had pretty good food."
27,2173,"Jun 25 2003	A place to avoid!	An awful place in one of the worst neighborhoods in San Francisco. Our room stunk, the bed sheets were sticky, the bathroom was old and small. We found broken glass under the furniture. No computer outlet."
28,2173,"May 28 2003	They Just Can't Get It Right	Of all the Embassy Suites I stayed in (well over 20) this is the only one that cannot make the grade. Rooms had inadequate ventilation, as a result they were very hot during the day and early night...cold late night and early morning.Embassy claims to give you a &quot;free complimentary cooked to order breakfast.' This Embassy does not have adequate staff to support that. I stayed at this hotel for three days, one day the breakfast was OK. The second day, I had to wait 15 minutes to place my order, which the cook limited. The third day I was unable to get breakfast. I was at the breakfast area during the mid-morning serving time. The line to be served by two people winded from the breakfast area to the check in area...almost the entire lenght of the hotel. Rather than wait on line, I decided to get cold ceral, there was none, there was no bread, no pastry and I had to wait for ten minutes to get coffee.It appeared that this hotel has no desire to keep up with the demand of their customers. I would assume that this hotel was near capacity...it is not reasonable to believe that one cook and one server is adequate to staff breakfast. The hotel front desk had to know of this problem as the line for breakfast started within ten feet of the checkout line. One night at the 'reception' there was a women who did not seem to 'belong' ordering six drinks at a time, and downing them while sitting in front of the bar. I left as she stubled to get yet another round of drinks for herself."
