IDREVIEW,HOTELID,REVIEW
18,1495,"Sep 2 2008 	Great location below average room.	Stayed at the Courtyard Marriott Downtown Montreal for Labor Day weekend. Room was below average. Here's the pros and cons:Pros: close to Metro, Chinatown, Latin Quarters, McGill College, Old Montreal, Catherine Street.Cons: No safe, no fridge, very small (13 inch) TV, shower knob is FLOOR LEVEL so you have to bend over in the shower to adjust water, coffeemaker in the bathroom! ([--]!), no mouthwash or toothpaste, no free parking, small rooms with low ceilings."
19,1495,Sep 1 2008 	Small rooms good location	The hotel is quite nicely located - near McGill University and Mont Royal. Old Montreal is a nice walk away. The room (especially the bathroom) was quite small and a bit old. The hotel only offers valet parking at about $20 a night.
20,1495,"Aug 22 2008 	The definition of Average	I stayed here with a friend for 3 nights. It was clean and well-kept. The location was good, not great. There was nothing of note either good or bad. We were able to walk downhill to the train station. It wasn't that far and wasn't that close! We took a cab there from the airport so I don't know about the parking. If you are looking for a clean, reasonably-priced, no-frills place to stay downtown, I would recommend the Courtyard by Marriott"
21,1495,"Jul 18 2008 	Great Location Good Price	I stayed here for 5 nights, had a great time. The hotel was absolutely clean and nice, the rooms were big and clean as well. When i had booked the room i had requested for certain things like extra towels, pillows...etc...and to my surprise when i checked in my bed was full of pillows. Also i reached there way before the usual check in time but the staff was nice and didn't make a big deal. Location was great, the metro and buses are easily accessible, St. Catherine Street is just blocks away. Overall a great hotel just don't expect it to be one of the fancy kind. Definitely worth it if you don't want to spend too much on lodging."
22,1495,"Jul 11 2008 	Nice hotel great location	We were lucky to get this hotel at the very last minute during Montreal Jazz Festival. We stayed for 5 nights at a pretty good value. The hotel is located down the street from McGill University and within walking distance of many great restaurants. Rooms were a little dated, but were clean and very comfortable. The hotel offers free wireless internet which is always a plus. The staff was courteous although we had very little interaction with them once we checked in. The only problem we encountered was that one of the two guest elevators was out of order for the first couple of days. After it was fixed, we didn't have to wait long to get an elevator. Overall, a good value."
23,1495,"Jul 8 2008 	Great Good Location	This is my second stay in this hotel. This time we stayed for 3 nights. The king sized bed was very comfortable. We love the great and varied breakfast spread each morning. There were cookies at the frontdesk in the afternoon, which were yummy. On Sports night, there were also snacks in the breakfast area. All the staff we met were very friendly and helpful, from front desk to maintenance to cleaning etc. Would go back again. Thumbs up overall..."
24,1495,"Jun 11 2008 	Great location	Found an incredible deal through Quebec's tourism website and booked a 5 night stay at the Marriott. The site next door was under construction (new Holiday Inn?) but there wasn't too much noise. Got a free room upgrade to a suite when I checked in (nice surprise!) and really enjoyed having the extra sitting room and space. Nice gym on the top floor, and the room was clean and comfortable. The location is perfect, right on Sherbrooke, very close to McGill, about 10 min to the Musee des Beaux Arts and well within walking distance of Rue St. Laurent and Rue St. Catherine."
25,1495,"May 31 2008 	Good Value	I stayed at the hotel on Memorial Day weekend for two nights. It's a standard Marriott hotel with the standard setup. We got a great deal by using the Sweetheart Deal (check their website). The best parts of the hotel: 1. good location - centrally located so you can walk everywhere, or take the nearby metro if you need to. 2. good value - check the website, we got the 2nd night at 50% off.The worst parts:1. There is construction going on on the buildings on both sides of the hotel. Wasn't really a big problem though. 2. Tiny bathrooms."
26,1495,"May 30 2008	Marriot Courtyard - Montreal	The Montreal Marriot Courtyard has a excellent location in downtown Montreal. It is an older property and unlike the vast spaces that are expected, the hotel has a no frills - straight to business - attitude about it. The reception at the left and the miniscule lobby leads to the lift. The rooms are large and well lit.Wifi all over is a great asset for the business traveller. The beds are clean and comfortable. The management was prompt in sending up a fridge when requested. The coffee machine did not heat up the water.The price was a bit on the higher side. At $135 per night it was certainly high. Would have been fair if it included breakfast.Overall experience was average, but given the location, it was worth the price. Do look up the Tourisme Montreal site, they have additional discounts and interesting gifts."
27,1495,"May 30 2008 	Great Location-Service Iffy	The property is in a great location on Sherbrooke and an easy walk downhill to the Bay and downtown shops and nightlife. The concern I have with the property is the iffy service. The check in process with the front desk is pretty painful. They don't really understand English very well, which makes for a communication barrier from the very beginning. The front desk agent I had (female) tried to make the check-in process so quick it seemed like a fast food counter. She really did not listen to my questions or my needs. When I later asked for directions to the airport, I got the same vibe. The feeling you get is that they do not wish to speak to their customers.If the property could fix its front desk accumen, it would be a much better property."
28,1495,"May 23 2008 	Avoid!	1) When I checked in the clerk tired to give me a higher room rate. I had different rates for the 4 days but the clerk adamantly said my rate was the higher rate for all 4 days. Even on her check in card the rate written correctly displaying what I was saying. Even after explaining to her she did not agree to the rate and went in another room and spoke to somebody and came with the same higher rate for all 4 days and now she had scratched the lower rate from her card. Thankfully I remembered that I had printed my hotel receipt at home and packed it. I had to fish that receipt out of my luggage. Finally only after showing that I got the rate that I was entitled to on the first place.2)There is only Valet Parking at this hotel. On 8th May 2008 I went down to get breakfast (around 7:45 am), and saw my car parked in the lobby. I was concerned since I had not called my car; the Valet brings the car to the front entrance at the request of the client. When I spoke to the concierge they brushed me saying it must be a mistake. I am skeptical though and wondering whether my car was being used illegally without my permission."
29,1495,"Apr 18 2008 	Outdated but great staff	This hotel is a little outdated. The wall paper and ceiling could use a fresh coat of paint. I visited a Novotel and really enjoyed the flat screen televisions on the wall. I think this was a good advantage compared to the televisions provided in the room. I found it to be too small even compared with Holiday Inns that I have stayed at. It is not that I stayed and watched television my entire stay but it was nice to have that option in the evenings before bed. The room felt cramped with the size of the furniture in the room.However, the staff at this hotel was absolutely wonderful and provided excellent tourist information. Kudos! For the price and location, this hotel was good."
30,1495,"Mar 31 2008	Good location and price	For the summer, this was a good deal for the location. There's limited parking however so you have to pay them to valet it. There's a good size pool on the top floor with a good view, and it's walking distance to shopping and dining all around. The rooms felt like what we paid for, as far as decor and cleanliness- not really above average or anything."
