IDREVIEW,HOTELID,REVIEW
67,2006,"Aug 4 2009 	Enjoyable stay	We stayed 5 nights at the Argonaut and really enjoyed our stay. The hotel was conveniently located within walking distance of all the Fisherman's Wharf activities as well as public transportation. The room was a little small but clean and comfortable and we enjoyed the nautical decor. The staff was very helpful and accomodating. When we checked out at 10 pm to catch a late night flight, we fully expected to pay for the night but they kindly waived the fee for that day. The restaurant was very good although the breakfast selection somewhat limited. The evening wine tasting was fun and it was obvious that the Wii game was big hit. We would not hesitate to stay here again."
68,2006,Aug 3 2009 	Exellent all around hotel restaurant and assistance	Personal service.Wii for the kids during wine hour 5-6P daily.Grandson loved the goldfish in the room; named him Popeye.Would definitely stay there again.Got upgraded to room with view of the Golden Gate bridge at minimum fee.
69,2006,"Aug 2 2009 	A cute hotel in the midst of Wharf tourist craziness	We came to this hotel for a week vacation to explore San Fran for the first time. I enjoyed the hotel. It was a great location--right on Fisherman's Wharf--well, at least the far end of it. Very easy to get taxi's &amp; one block uphill to the cable car turn around. We enjoyed the breakfast (very expensive) nearly every morning. Very good service.We had a king sized room--it was very spacious, including a small couch facing the TV area. The bed was very comfy...and the staff were attentive--asked for an extra luggage holder early on &amp; waited less than 5 minutes. The bathroom was decent-sized for 2--the shower worked well &amp; enough space around the sink.We looked over the Cannery &amp; sometimes mid--afternoon, there was music. It was annoying only on first day when we wanted to nap from the flights but then we did enjoy it.Has a free wine hour every night--we only made it once (due to touring around, etc) but it was very nice--free Wii for the kids. There is a maritime museum in the lobby &amp; the weekend free walking tour was great. We learned a lot--of course, we like doing that kind of thing on vacation.Many families were staying here as well as many European travelers. It was fairly crowded in the lobby areas, outside getting cars, etc. All the staff was very nice &amp; including the desk workers that made us dinner reservations when the concierge was busy with a demanding family.One note: If you do Alcatraz, go at night! Best tour ever. Book online far in advance. Well, worth being the last boat off the Rock.Another note: The Wharf is crazy during the weekends--tourists 5 deep on the sidewalks--take Beach street one block up to avoid the crowds."
70,2006,"Aug 1 2009 	We loved the location and the people	The location was perfect for our family. Our son got sick during our stay and the staff was able to get him in to see a doctor within an hour. The room was a nice size and our view was of Alcatrez. Everyone we encountered at the hotel was nice and our daughter loved Donovon(bellman) and his high fives. It was a pleasure to stay here and I have already recommended this hotel. Try Norman's icecream in the courtyard and the San Francisco Fire truck tour that leaves from the back of the courtyard. The hotel manager, Rich, was very helpful in our initial planning and had the perfect room waiting for us. We had rented a car for the week but honestly most of the time we just took a cab or public transportation not to mention walking, so you really do not need a car when staying at this central location."
71,2006,Aug 1 2009 	Not sure what it will be when it grows up.	Trying to be a five star establishment in a two star location and not managing.The hotel is generally good but I found the rooms claustrophobic and this was exascerbated by the soft furnishings which gave me a headache looking at ll the stars and stripes in wallpaper and carpets.Good restaurant for breakfast and dinner but nothing special.Dump the doormen in the pith helmets and settle for something more modern in style.
72,2006,Jul 31 2009 	very nice	Different from the run of the mill. Very unexpected and nice. Comfortable and with all the amenities required for a business trip.
73,2006,"Jul 28 2009 	We expected more from this hotel	A hotel stay is more than a nice room and comfortable bed. We almost missed a prepaid guided city tour due to the hotel. In short, a light on the phone in the room indicated that we had a message waiting. Unfortunately the voice message system did not work. We called front desk but they assured us that there was no voice mail and we should disregard the lamp. Early next morning my cell phone rang. It was the tour operator that advised us they had changed pick up place and time and had left four messages for us. . . TV remote controls and internet access also took some extra efforts to get up and running.To us it seemed front desk and concierge functions seemed understaffed or unmotivated to attend to issues that were important for us. With good assistance from the bell captain it still worked out for us. The rooms were nice, comfortable and clean."
74,2006,"Jul 25 2009 	Great place	Great location, EXTREMELY friendly and helpful staff. Lovely hotel. Rooms were very clean."
75,2006,"Jul 24 2009 	One of the great stays in my travels	We arrived at this Hotel and it had been recommended we were still pleased with the great staff and really pleasant welcome. I had dealt with our reservation only over the internet and had picked a busy time for the Hotel, but still received personal attention and the Reception staff in particular were willing to take the time to get to know us.We loved the drinks in the after noon and now have friends in other countries that we met there and keep in touch with.I have now recommended this hotel to a couple of our decerning friends and it has lived up to the rap we had given it. We are again thinking of going back after our busy season here in Australia and will go no where else"
76,2006,"Jul 23 2009 	Excellent Hotel in every respect	Stayed here for a week in July ,and can honestly say this is one of the top hotels that we have stayed in.Everyone that works here is eager to help whenever they can.From the Bell hops on the front door, to the maids for the room cleaning and all those in between,everybody did an exceptional job.Wine tasting in the evenings was a lovely touch and the concierge was always at hand to help book tours and assist with travel arrangements.Pay the extra and go for a room overlooking the Cannery or the Piers/beach.You will not fault this hotel."
