IDREVIEW,HOTELID,REVIEW
80,2058,"May 28 2008 	Highly Recommend!	Online registration on their website was easy, and they offer a great discount. When we got there, someone came out right away to help us with our luggage. Check-in was a breeze, and the room was clean with a spectacular view of the city. We even got the type of room we had requested. What's even better is that they offer free breakfast, free WiFi, computer and printer use, six washers and four dryers (bring quarters), snack and soda machines, and the friendliest front desk staff 24/7. The location was great. The California and Powell cable cars are a block away so we bought the 3-day Muni pass for $18 ea. and caught the cable cars to get around. The weather was perfect and we ended up walking to Union Square several times and found some great restaurants along the way. The room has a kitchenette and refrigerator which were perfect for our leftovers and late night snacks. Even had a dining table and a comfortable couch. Loved this place!"
81,2058,"Apr 9 2008 	Grosvenor was great!	I stayed at the Grosvenor Suites with my husband and 3yr old daughter for 3 nights - March 24 -26. Rooms:The hotel decor is a bit on the old side - it's not a luxury hotel, but rather it's an affordable and basic option. The kitchenette that came in each room was great! With a young child, it was a nice option to have. The rooms were very spacious - probably the largest room I've stayed in SF. We had a nice territorial view of Nob Hill.Breakfast:The continental breakfast was great and served in a sunny room. There were bagels, pastries, muffins, fruit and cereal. The coffee was standard-issue, but there was a nice selection of juice. The server who oversees the breakfast didn't even mind that we loaded up on goodies and took it to our room. Location:The location was great! Just 3 blocks and we were in the action of Union Square. The cable car stopped just 1/2 block away. However: BE WARNED: The hotel is up on two VERY steep hills. From Union Square you will be huffing and puffing your way up. (Hence Nob HILL).Staff:Friendly. No problems checking in or anything.Misc: My husband is a much picky-er traveler than I am. He was pleased with this place. The only complaint he had is one of our neighbors was cooking something very pungent and the smell wafted into our room. It was easily remedied by opening a window... not a biggie. Overall we were really pleased with our choice and would stay here again! A GREAT place for families with kids who want a spacious room with kitchenette - just be prepared for the hills."
82,2058,"Mar 31 2008 	Great Find in San Fran --- with an even better view from the room!	On top of a HUGE hill in the Nob Hill neighborhood, sits a gem of a hotel. Upon walking in we were helped right away and our bags were stored until we could check in. We were told we had a room on floor 18 --- just want I had asked for when reserving --- a room on a high floor. After entering the room, we were amazed by the fantastic view from the window/balcony! Definitely a plus (and even better that they actually fulfilled what I had asked for when reserving). Anyway, here is a list of the pros and cons:Pros:-Great location near cable cars which hook you up to bus lines and the Bart.-Friendly staff/easy check in - stored bags-Immaculate rooms (I even took a peek behind the dresser and there wasn't a speck of dirt)-Rooms come with kitchenettes -- sure you're not going to cook a gourmet meal while in San Fran, but it's nice to have a fridge and microwave, as well as a stove to heat up water for tea.-THE VIEW!!! You must ask for a room on a high floor with a view. It's a MUST!!Cons:-No Wireless Internet (after purchasing a new computer the day before check in I was bummed to find out I couldn't research places in San Fran from my room. There is a complimentary computer in the lobby, but I didn't take advantage of it)-Pillows - They were a little too hard for me, but oh well.-&quot;Breakfast&quot; - The woman who runs the breakfast room is a doll, but the choices weren't very healthy --- carb concious people beware --- lots of pastries and muffins!! The muffins, etc.... were fine and actually provided a lot of energy for the walks up and down the huge hills.And one last word of advice.....My partner and I came in from SFO on the Bart and got let out at Union Square. I was told we could not bring luggage on the cable car, so instead of getting a cab....we WALKED up the hill(s) to the hotel. It was trek, but an adventure in itself. We were left winded, but happy to be in San Fran! So I suggest getting a cab if you can't walk up the hill(s) --- your knees will thank you!I will definitely be back!"
83,2058,"Mar 27 2008 	Grosvenor Suites is wonderful!!!	We just return from a wonderful stay at the Grosvenor Suites in San Francisco. At check-in we were pleasantly surprised that they upgraded our room to a two-bedroom suite. It was great! It was so huge and such a nice change from some of the hotels we stayed at on our 11 day road trip from The Bay Area to LA and back. The suite was clean and spacious and it was nice to have a kitchenette in the room. The staff (from the front desk personnel to the housekeepers and maintenance workers) were all so very helpful and polite. The property is also conveniently located on Nob Hill, within walking distance to Union Square and Chinatown. The cablecar stop is just one street down from the property and while we were there we were able to catch it down to Fisherman's Wharf and back.The complimentary continental breakfast was delicious - they offered pastries, muffins, bagels, fruits, cereal, milk, juice, and coffee.We will definitely stay here again and will be recommending this place to our family and friends."
84,2058,"Mar 26 2008	Rave Reviews for the Grosvenor Suites- They Do It Right!	We had a terrific stay recently (March 2008) at the Grosvenor Suites. Staff- friendly and responsive, room-neat and very clean, location is perfect for San Francisco! Loved the nearby park at Nob Hill by Grace Cathedral- lovely place to sit after a cable car ride. Close to a 24 hrs Walgreens, loved eating at Rue L'Epic, Mozart Cafe, Uncle Vitos right in the neighborhood- one block radius. We will definitely stay here again- not a single negative to report and we are seasoned travelers! Price was excellent for quality we got! I definitely highly recommend this hotel."
85,2058,"Mar 25 2008 	Great Value - Excellent Location	We stayed at this hotel recently and had a fantastic time. Location is great, within walking distance of Union Sq. and one block from cable cars. The rooms are huge and we are a family of 5. Plenty of wardrobe space. Continental breakfast is served downstairs - cereals, apples, danish pastries, bagels, etc. Staff were very friendly and I would definitely recommend it. It is not a luxury hotel but it is clean, good location and perfect if you are travelling with a couple of kids."
86,2058,"Mar 23 2008	Great Location	Our family of 5 stayed at the Grosvenor Suites on our holiday Sept 2007. It is a great location at Nob Hill. Easy walk to downtown. We had trouble finding accomodation in San Francisco that would accomodate 5 people in one suite. Grosvenor was good, very clean, decor was a bit tied.Breakfast was included, basic but OK. Very small eating area, so we had to take food back to our room on one day."
87,2058,"Mar 23 2008 	Just Right	First - thanks to all the people who had given reviews about this place and helped me make the decision to book here!. Been at the hotel for 30 days now and it's got everything one needs for an extended stay. I'm in SF for a fellowship at University of California my mother is travelling with me so we needed a place which was located near my campus (Mission bay) and close to the city's attractions to keep mom occupied. Loads of PROS so i'll start with the CONSCONS: This is NOT a LUXURY hotel as the website describes it to be! the furniture, carpets in the hallway and the general building is tired - its not dirty or smelly - just old fashioned. No marble bathroom or fluffy towels - just basic stuff (which isn't bad). Breakfast is disappointing - bagels, croissants, doughnuts, tea/coffee and thats it (no bread is served). I would've liked a hot option as well - but hey enough to get you going in the morning. The maid cleans the room/changes towels, bedding every week - would be better if it was twice a week.Steep hills of Nob hill - if you have problems walking then consider the fact that this place is at the top of a very steep hill from several directions!PROS: good service - when i booked (over the fone) i requested a room not higher than the 10th floor and not to be next to the lift and when i checked in i got a room on the 7th flr away from the lift.staff at the main desk were very helpful when I asked for directions, bus routes and other city questions. hotel's location couldn't be better - the cable cars are at your doorstep which go to Fisherman's Wharf/China town/Union sq etc. Union Sq. and the big shopping names( Macy's, Niketowm, Banana Republic, Old Navy are walking distance from the hotel. Several Muni bus routes are easily accesible from Stockton which like 5 mins from the hotel.Value for money: We've paid $2600 for a suite for 30 days included in this is a VERY large room with a fully equiped kitchen - stove (electric), microwave, toaster, full size fridge, pots and pans, cutlery enough for 4. Two double beds, A TV, wireless internet, loads of storage space, iron board, iron, a clean good sized bathroom with a bath tub. In the basement they have washing machines and tumbler dryers to use at a nominal price.Conclusion: The place is well located in the heart of SF. Very large clean rooms and helpful staff.VERDICT: i would recommend this place to everyone - just dont expect a Hilton or Marriot furnished room."
88,2058,"Mar 4 2008 	Great place to stay!	What a great place to stay!! We booked this hotel as a second choice when the historic first choice could not accomodate 5 people in one room due to fire code regs. Boy, am I glad we stayed here!! The rates are so reasonable, the rooms are huge, the windows actually open for fresh air, we had 3 walk-in closets, a comfy sofabed, lamps, end tables, a dinette, and a full kitchen. There is even great storage in the bathroom. And a complimentary continental breakfast each day! We stayed with three kids durning Feb. break, and this was the perfect hotel. It's right near the cable car lines, and Union Square, and a short walk to Chinatown. There are convenient and wonderful restaurants, markets, and shops right around all 4 corners. And many deliver, too.There are no grumps employed here. The staff are professional and promt. We often needed many extra towels and pillows, and even glass cleaner was delivered to our door within minutes of our phoning to ask.We will stay here on our next visit to San Fransisco. I won't even bother to check out any other hotels."
89,2058,Feb 22 2008 	Great location	We have stayed at this hotel several times over the past 5 years and always have an enjoyable stay. I did notice that on their website it shows pictures of rooms that have been refurbished but the room we were assigned had the same tired furnishings that have been there on our previous visits. It is in a convenient location and includes a free limited breakfast. A great deal and if you book through their website you receive a rebate of $20-$25.00 per night.
