IDREVIEW,HOTELID,REVIEW
120,708,Jun 27 2008	piccola ma  ok
121,708,Jun 24 2008 	Ottimo rapporto qualita prezzo e posizione
122,708,May 14 2008 	piccolo ma pratico
123,708,Jan 29 2008 	hotel veramente con camere piccolissime ma per piccole intendo stile loculo!
124,708,Dec 7 2007 	das zweite mal
125,708,Sep 25 2007 	buena relacin calidad/precio = easyhotel victoria london.
126,708,Jul 25 2007 	Fantstico alojamiento para viaje de bajo coste
1,709,Nov 19 2009 	would prefer to pay more	Small completely bare bones rooms. A swung cat would soon be brained. Have been pared down too far so even things like a shelf in the bathroom are missing and had to put toiletries on top of the radiator. Zero storage apart from a few hooks on the wall. Very little room to manoeuvre around the room if there are two of you. Can fit luggage at base of bed but then need to climb over each other to use the bathroom in the night. Has aircon but still hot so not a good night's sleep which was important before a long haul. Noisy fire doors can easily be heard. The one socket is inconveniently above the bed head. The lurid orange wall behind the bed is a very bad idea. Very handy for Paddington to Heathrow.
2,709,"Nov 6 2009 	Ok deal but then again it's London	I wanted the cheapest room avail with a good central location and cleanliness. This fits the bill. First of all, I read the reviews, so I knew the room would be a closet. There was only area around the bed to walk, no closet. The bathroom was tiny too; you could even wash your hand while still sitting on the toilet. Not that I would, that's just how small the bathroom was. They provide you with soap and shampoo from a dispenser. I preferred the toiletry I brought. The service was lackluster. I was told that the room would be 39 GBP per night, but it came out to like 50 something. The problem is that they just give you the total price and don't itemize the costs for you. So I assume that the VAT was not included in the advertised price...even so that's big increase...so there must have been some other fees. The front desk person was not helpful. They said that they could not pull up the info on their computer. I guess that's what keeps the cost down. Despite paying about 100 USD a night, this was still a great deal for this area. We paid extra to have internet...I don't remember...20ish GBP for 5 days or something. The area was great. This was a 3 min walk from the Paddington Tube Station, and had lots of convenience stores and restaurants around. About a 10-15 min walk to Hyde Park. Rooms are not cleaned while you're there...I think you pay extra 10 GBP for that. Bottom line: Don't expect much and you'll be satisfied. Great location, lackluster service."
3,709,"Oct 21 2009 	At the base rate of 25 it might be just about ok but don't pay more.	I understand the EasyHotel concept. It's ultra-basic in return for being ultra-cheap. I've stayed at Earls Court and Heathrow EasyHotels and been happy with both.But this was very poor. I got told off by a staff member for pressing the intercom button because I thought the door was locked (and the web site suggests it will be locked upon arrival) which didn't really create a very welcoming feeling. Then there was the room itself. The small size is to be expected but the room just seemed worn and uncared for, with a horrible floor (it looked like concrete with a layer of grey paint on it). But worst of all was probably the noise - the noise insultation is almost zero and I had a room next to the linen closet. Between that door banging shut, other room doors and sounds from the floor above I really don't think I slept more than an hour or two.Location-wise it's within easy walking of Paddington Station, but not as close as I was expecting.There are worse hotels than this and if you can get it for 25 and are a sound sleeper it might be worth it. But any more than 25 and it starts to feel very overpriced very quickly."
