IDREVIEW,HOTELID,REVIEW
176,200,"Dec 28 2007 	Best in Chicago for My Money!	There is no hotel in downtown Chicago that gives you so much for your money. The Homewood Suites is NOT a fancy hotel. It does not exude class and high society. If that's what you are seeking, go elsewhere.If you are looking for a clean, comfortable hotel with plenty of leg room, this is it.The Homewood Suites Chicago is in an awesome location. One block from Michigan. ESPN Zone shares the same building.We have stayed at the Amalfi and the James. Both &quot;classier&quot; hotels. Both of those two I recommended. But the Homewood Suites was less thanhalf the money of those two and had a free full breakfast. There is nobreakfast at the James and the Amalfi only offers pastries. The staff at the Homewood Suites was outstanding. I needed ice. They were at my room with ice in 3 minutes with a full 10-pound bag.The refrigerator, microwave, stove, wireless internet and plasma TV really helped to make this hotel a great place to stay.NO ELABORATE LOBBYNO FANCY ARTWORKJust lots of comforts and an awesome and attentive staff.THIS IS THE HOTEL I WILL STAY AT FROM NOW ON.- RichardS_7"
177,200,"Dec 27 2007 	A pretty good choice.......	We got a great deal by booking at the hotel website with a pay in advance, non refundable rate. Based on other reviews I expected an unbeatable experience so my expectations may have been too high. The best thing about the hotel is the service. Every single employee acted as though this was beyond a five star establishment; polite, friendly, just great. Someone else said the bathrooms were modern and I quite disagree. The vanity area was tiny and the bathroom did not look updated. The kitchen was large and nice. The fold out sofa was 'springy' according to my 8 yr old but comfortable. She hated the carpet, which I have to agree with, it was a yucky color and a strange uncomfortable texture for bare feet. The master bedroom had a very comfortable bed with oodles of pillows and a very fluffy comforter. My biggest disappointment may have been the view. It was of the roof of the ESPN building and a large parking garage which lit up like the sun all night. I am attaching a photo of the best angle of downtown I could get but it still wasn't much of a view, certainly not good for people watching. Room service calls go directly to PF Changs which cracked me up though we did not use it. Overall the service, location and rate were excellent but I might just try their sister property, the Hilton Garden Inn next door next time."
178,200,"Dec 14 2007 	Convenient and comfortable	We were surprised by the size of the suite. The bedroom was big and luxuriously appointed. The bathroom was modern, the kitchenette well equipped, the LCD TV's were great. The entire apartment was clean and attractive.It is located within walking distance from great places to eat. We also walked to Navy Pier and the Tourist Office. The bus trip is worth the money to get an idea of where what is.The staff at the apartments are very helpful, even at 03:00 in the morning. They also offer a shopping service which cut down on our time spent in grocery outlets.The breakfast was good - great choice and every morning there are different dishes on offer.We would definitely stay here again. Good value for money and good location.Chicago is a beautiful city."
179,200,"Dec 13 2007 	What a great hotel	Stayed from 2 - 9th December in this great hotel. Great staff - so helpful and friendly and each time we returned we were greeted with a &quot;welcome back&quot; from the guys at the door.The suite was great and had absolutley everything you might need. Good bedroom with really comfortable bed. Living area/kitchenette with microwave, hob, toaster, dishwasher and fridge freezer (complete with ice-making machine). Broadband connection in the room and free use of office facilites for printing etc.The hotel is convenient to the bus and underground with lots of good restaurants in the vicinity and great shopping in the mall opposite. Michigan Ave is within easy walking distance and a short ride on the underground or bus takes you to Macys etc or if you prefer a taxi is around $6. Breakfast is provided each day and there is a manager's reception Mon - Thurs which provides buffet food with beer, wine and soft drinks included. Tea/coffee is available all day at reception.All in all a great place to stay."
180,200,"Dec 5 2007 	Perfect location - downtown Chicago	We stayed here for three nights at the end of November based on the Tripadvisor reviews we had read and we were not disappointed! It was a perfect location for shoppping, bars and restaurants and the staff were really helpful and friendly.The breakfast each morning was an added bonus - there was anything from fruit and yogurt to a cooked breakfast (even waffles and syrup!) with about 5 choices of bagel! You could even take your breakfast upstairs with you if you would rather have it in your suite.... I saw quite a few guests in PJ's filling up their take out boxes in the morning.Our room had a seperate dining and kitchen area (with coffee supplied), a tv lounge, a dressing area, a bathroom and a huge bed that I wanted to bring home it was so comfortable. There was also a big screen Tv at the end of the bed with loads of channels and pay per view movies - perfect for watching while getting over the Jet lag! Michigan Ave is about two blocks away and it is great for shopping... Although State st is better and is a small cab ride (about $6) away. Macys on washington and state is amazing!There is free tea, coffee and hot chocolate available in reception allday which is perfect for when you are finished your long day of shopping and just want to unwind. We missed the complimentary dinner as we stayed over a weekend - this is only available Mon - Thurs.Make sure you check out heaven on seven - the nicest soul food outside of New Orleans! it was divine and is only around the corner from the hotel. The sushi place next door is really nice but be careful not to order too much! the prices are so cheap you think you won't have enough food!Anyway, when we go back to the windy city, and we are going back, we will stay here again which is as high a recommendation as I can give it!"
181,200,"Nov 14 2007	Superb Value and Great Staff	We just stayed 3 nights in November at this great value hotel - we chose it reading other reviews on Trip Adviser and were not disappointed.The suites are a decent size with a kitchen area with microwave, dishwasher and coffee pot (coffe and tea provided). Everything was spotless - we got a room on the 17th Floor with a really nice city view.The staff were brilliant, from the friendly doormen to the reception and dining room staff. Everyone without fail were helpful and pleasant - something you don't find in all Hiltons. It is hard to beat the added value that comes from good breakfast and a complimentary Managers Special in the evening served between 5 to 7pm. This included wine and beer (you help yourself) and a light dinner of soup, salads and a choice of 4 hot dishes such as one meat, a potato, a veg and a pasta dish - which again you help yourself to, it was quite substantial and anyone not wanting to leave the hotel after a long day would find it very welcoming.Coffees and teas were always available free in reception area as well, there was also to go cups.There are countless restaurants close by and any amount of bars 2 blocks down on Hubbard Street - try Howl at the Moon for a good laugh, duelling Pianos and the musicians taking requests to play and sing any song you ask. Couldn't believe how many different songwords they must know!Only found out on last day but there is a free to use business centre behind reception for internet if you didn't bring a laptop as we didn't coming from UK. This was very handy.You can take a taxi in from the airport O'Hare, but it is quite a long way. We decided to catch the train in after reading it here on TA - it was so easy and cheap - only cost us $2 each compared to a $50 taxi ride, we took that option going back as well. To do this you follow the signs from the airport (after baggage claims) I think you go up in the lift to the next floor. Board the blue line train from airport and change once at Jackson (free transfer) you get off at Grand (Red). You come up steps to street level at Grand and carry on walking directly from there about a block and Homewood Suites is just across the road - couldn't be easier.Finally, this was our first time in Chicago (although we have visited many other parts of US) and we found this to be one of the friendliest cities ever. The people are so genuinely nice and everyone seems to want to help with queries or if you look at all lost someone will stop and ask if you need directions or something. The city river and lake area is lovely to explore and although I wouldn't describe it as exciting like NY, I think it has a lot to offer and we will most certailnly go there again as we had a lovely all round experience with Chicago. If I can help with any queries please be my guest and email me, I intend to write a trip report soon as well when I get over my jet-lag!"
182,200,"Nov 1 2007 	Great Location 	This hotel is in such a great location. It is just steps away from Michigan Avenue, and surrounded by many great restaurants. It is a $10.00 taxi ride to the McCormick Place Convention Center, which isn't bad, because there is only one hotel near McCormick, and if you stay there you are near nothing else. The rooms are very large at the Homewood Suites and very similar to any other Homewood Suites. I had the 2 room version room, which are the rooms with the even number room numbers. Those rooms face the Hancock Tower and down onto Ohio Avenue. The smaller rooms with the odd numbers face the Chicago river. The hotel serves breakfast every morning and it is great. Make them yourself waffles, fresh fruit, bagels &amp; pastries, cereal, and always different &quot;bulk&quot; items such as scrambled eggs or biscuits and gravy, bacon, sausage, and potatoes. The staff in the dining area are very attentive, and always on standby. If you need anything at this hotel in the way of recommendations on dining, attractions, or transportation you need to speak to Ron at the front door. This guy will bend over backwards for you whenever he is there. Enjoy your stay."
183,200,"Oct 22 2007 	Nice hotel nice staff good location	I recently stayed at the Homewood Suites during a business meeting that was held at the hotel. The most positive aspects were the hotel staff who were pretty nice upon check in. The breakfast was also good, and the rooms were spacious. There was also free wireless internet in the rooms, which was appreciated. The red line train was only a block away. The downsides: Certain aspects of the room appeared dated. The carpet was frayed in areas and the bathroom set up was odd. The area where the sink was didn't have a towel bar and seemed a bit cramped. Also, when I received my bill there were two nights worth of valet parking charged to the bill even though I didn't have a car. This was removed after a few visits to the front desk. Also, I would not recommend holding a meeting at this hotel. They just were not set up to handle all of the logistics of a 21st century meeting and the space was rather cramped.I thought it was pricey ($200/night group rate) for what you got, but that may be the norm in Chicago. Also, they overbooked and had to send some of the conference attendees to another hotel. The conference attendees should have been given top priority since their meeting was at the hotel."
184,200,"Oct 3 2007	Very Good	We realy enjoyed our stay at the Homewood Suites. Suite was spacious and clean. Location is very convenient to center of Mag Mile. Grand subway station on the Red Line is 2 short blocks away. Free breakfast had wide variety and good quality. The free Mgr's reception on weekday evenings had a wide choice of food, including hot entrees, salads, soup, desert, beer and wine. We thought there would be just snacks but it was more than enough for dinner.Pool is on the top floor. Its not huge, but not small either. There was a small fitness room - just treadmills and aerobic machines, no weights. There's also an Executive room on the 6th floor with free internet access and printers to print boarding passes. I think there was free wi-fi in the hotel as well.Would recommend this hotel to anyone. There were surprisingly few families with kids staying over the weekend we were there. Instead, it seemed a mix of tourists and business people were staying at the hotel."
185,200,"Sep 3 2007 	really good	we stayed at homewood in late august for a week and were really pleased that we chose to stay here! The suites are really well sized, with a big bedroom, large seating area with a huge TV and a good size kitchen with everything that you may need, plus the views (we stayed at the front of the hotel, opposite Nordstrom) were fantastic!!! Breakfast is really good, lots of choice, and the welcome home dinner (FREE!) is really good quality stuff (we had philly steak, burgers, mac cheese, saussage and chips, plus snacks and pudding!) and will definately save you money. The location couldn't be better, round the corner from pleanty of eateries, one block from the mag mile, one block from the red line (grand), and within very easy walking distance of the river and then the loop. The top floor pool and small work out room are also good, and seemed not be used that much. The hotel seemed to be busy during the week, but quiter and full of families at the weekend."
