IDREVIEW,HOTELID,REVIEW
203,1778,"May 1 2007 	Perfect location - great for the price!	I was a bit worried about how the hotel would be but im glad i listened to all the positive reviews. It was absolutely fine! For one of the cheaper hotels in NY, we felt it had everything we needed and the location was perfect for seeing everything and a few minutes walk to the restaurants/shows in Times Square. Our Queen room on the 2nd floor was clean and spacious, with tea/coffee facilities, iron, hairdryer, and a good size bathroom. Air conditioning was a bit loud but it worked! Having free breakfast (if we wanted it) and free internet access was great! And the reception staff were very helpful and friendly (and happy to change peoples rooms if they wanted to). Couldnt really fault the place! Would definitely reccommend!"
204,1778,"Apr 25 2007	Big for a NY hotel room!	Fantastic location - just blocks from Broadway shows, Times Square. Quite reasonable for the location. Room was clean and larger than most NY hotel rooms. I will definitely stay here again!"
205,1778,"Apr 25 2007 	Budget hotel good location near Times Square	A block off Times Square, this is a great location for theatre goers. Plenty going on in the neighborhood. Lobby was not bad, with breakfast area, free internet and printer, exercise room. As a business traveler I was given a small bag with generous sample sizes of toiletries and snacks. Rooms were New York city small, with a small closet although a decent sized bathroom. Room had coffee maker, clock radio, and a TV that needed some adjustment. The air conditioning is supplied by a room unit that can be noisy for some, but the outflow was blocked by the drapes which were tricky to close. The staff were friendly, knowledgable. Reports of noise in other reviews did not materialize except for some door slamming. With prices sky high in Manhattan the Comfort Inn offers a reasonably priced stay although in other cities $250 would get you five star accommodations."
206,1778,"Apr 24 2007 	Great Location; Clean Hotel	I won't repeat what others have said about this hotel, but I highly recommend it for anyone who would like to stay near Times Square. It is a short 5 min walk from the closest subway station (both the Times Square one and the 42nd blue line which is a straight connect to the AirTrain Jamaica station). Although not a glamourous hotel, it met our basic needs. Clean room, clean bathroom, and a free continental breakfast. Really, you don't need much more when you're mostly wandering in NYC.Definitely will come back to this hotel the next time we visit NYC."
207,1778,"Apr 12 2007 	Really Enjoyed My Stay!	I just came back from a very nice experience at the Comfort Inn Midtown. I stayed in a standard room with a queen-size bed and had plenty of room. The room, bathroom, bed linens, et al were very clean. I was on the fourth floor in the front of the hotel, so I could hear some street noise at night, but it wasn't excessive and it didn't keep me awake.The location was FABULOUS...if you love Broadway shows, it's the best. It was right down the street from the TKTS stand and within easy walking distance of the shows.Best of all was the attitude of the staff. The check-in staff was friendly, there was a gentleman who was wonderful about little courtesies like opening the elevator when he saw you coming, and the desk staff was nice about answering questions, giving directions, etc. I loved being able to check my e-mail, and the continental breakfast in the morning was a simple but tasty way to start the day.This is a budget hotel, but I found the overall quality, services, and friendliness to be much better than other budget places where I've stayed. The Comfort Inn Midtown enhanced my trip to Manhattan, and I'll be back!"
208,1778,"Apr 11 2007	Review from Ireland	My wife and I stayed here for four nights in March 2007 and had a most pleasant experience. We have stayed in many Comfort Inns across the States and although the rooms here are smaller the double room we got was perfectly adequate, bed was comfortable and everything was spotless. Nice touch is the goody bag on arrival. Staff most pleasant and helpful. Breakfast was excellent with a good choice and plentiful. Also very nice clientelle. Approximately 100 yds. from Times Square-you won't get better location. Also felt very safe although could say this for anywhere we visited. For a nice drink Rosie O'Gradys is two doors away and open late. It's friendly and accommodating. O'Briens across the road is much smaller, wasn't to our taste and the drink prices were steep by comparison with most bars we visited. O'Flahertys on East 46th. Street is more of an old style bar, has music every night and is worth a visit if you don't mind a bit of a walk. For good food at reasonable prices, lunch specials and very reasonable drink prices (pint of Bud for $3) try McAnnas to the left as you exit the hotel- about two blocks. Excellent fish and chips for $7.95. We absolutely loved New York and and can't wait to visit again. Would have no hesitation in staying at the Comfort again and would recommend to anyone in particular first time visitors."
209,1778,"Mar 23 2007 	Awsome Location	This is seriously THE BEST location that money can buy in Midtown Manhattan. We paid around $170 per night for the hotel. They also will give you a AAA discount (10% off). The Comfort Inn Midtown is less than 1/2 block from the center of Times Square. Granted, it's not a luxury hotel, but it is a clean, decent place to sleep at night. And besides, that's what a hotel is for anyways. You don't spend that much time there. The room was small, as is expected for NY. The bed is decent. There was no view, but this is also expected since Manhattan is full of skyscrapers to block the views. The plus is that there's free continental breakfast in the morning and free internet. The front desk staff was very curtious and polite. The 1/2 price ticket booth (for musicals and plays) is 1/2 block away. The hotel is also about 1 block from 5th Avenue (with all the famous shopping). Manhattan has a great subway system. The subway stop is less than 1 block away from the hotel. It's within walking distance to most of the theaters, Rockefeller Center, Macy's, We saw Doubt (a play) and it was excellent. We took the subway everywhere and saw just about everything there was to see in Manhattan."
210,1778,"Mar 21 2007 	I Suggest You Reconsider	Myself and my three friends decided to go for four nights and five days to New York City for spring break. As University students, we don't exactly have a lot of cash to spend on accomodations or transportation, so we decided to stay somewhere affordable and close to Times Square. Those two aspects of this hotel is pretty much where the positives end.I may be a little bit biased as I am used to travelling with my family, and we tend to stay at luxury hotels when we go away. However, I have stayed with friends at Comfort Inns before, several times actually, and I have never been as unpleasantly surprised as I was with this particular one. The room was small. When I say it was small, I mean small even by New York City standards. The two double beds were practically touching and I couldn't even pull my suitcase from one side of the room to the other. The bathroom was a tub and a sink, and it was freezing cold. The heater was a very noisy window unit and the temperature did not stay consistent.The main hallway was nice, but it is decieving. We stayed on the fourth floor, and the rooms were so close to each other that we could hear everything that was going on in the room next to us VERY clearly. On the last two nights that we were there there was a couple across the hall that seemed to be filming rather innapropriate amateur movies quite unabashadly, and with the door to their room wide open. We called the front desk, but no one did anything and the nonsense went on until about 3AM, when they finally shut their door.Room service was fine. The pillows were quite lumpy, the beds were hard and the sheets were clean, but very old and faded. We didn't have any problems with our maid service. Due to our familiarity with luxury hotels, we often lef cash sitting on the desk and bedside tables by accident, but it was always there when we returned at night.Breakfast was wonderful. it was actually oddly out of place in the otherwise budget hotel. There was fresh coffee, a cappuccino machine, bagels, muffins, several types of cereal, waffles, a toaster and fresh fruit. They also provided Red Bull free of charge every morning, which I found quite nice. I'm not a breakfast eater, but I did find myself waking up specifically so I could go down for some in the mornings.I probably would have returned to stay if I hadn't been so insulted by the manager when we checked out. The staff had, up until this point been very very friendly. The breakfast attendant did not speak any english, but he was always smiling, the maids were friendly and very accomodating, the front desk attendant was very nice and I had a good chat with him almost every night. However, the manager, a woman whose name I can't remember, was very rude. When we were checking out we noticed that there was a long distance phone call on our bill for $10. We looked up the area code and it was a call to Quebec. None of us had made a phonecall from the room, we all used our cell phones. At one point we tried to order pizza, but couldn't even get the room phone to work. Despite our best efforts, we couldn't even get the manager to care or check into it. She just kept shrugging it off and telling us we had to pay. I mean, it was only $10. We insisted on talking to someone else, but she told us there simply was no one else, and then announced that she had to go home as her shift was over.If you want something cheap and in a good location and you don't mind cramped rooms, loud noises and pornographers, you should be fine. I recommend the breakfast."
211,1778,"Mar 17 2007 	Great value for NYC	I will be eternally grateful to the Comfort Inn Midtown for rescuing us from the horror of the Murray Hill Inn (where we had originally booked for five nights but left after two for various reasons - refer my review for that hotel).So, maybe I was wearing rose-coloured glasses but the CIM seemed like an oasis to us! Less than one minute's walk from Times Square, and just a couple of blocks from Fifth Avenue, the location is fantastic. The complimentary breakfast is basic but fresh (bagels, juice, tea/coffee/red bull, yoghurt, cereals), and it's great to have free access to the internet. The staff on the front desk take some prompting to get their attention.Our room was very spacious by NYC standards also with a large bathroom including a bath. All very clean and tidy. The lift is small, slow and there's just one, but better than none at all. (Murray Hill Inn take note.)Highly recommended!"
212,1778,"Mar 11 2007	Great Place to Stay!	A friend and I booked this hotel pretty last minute. We had searched for a few days to find a hotel that had a good price, a good location, and 2 double beds (most things you book online, you can't request this). I chanced upon this one, and am so glad!It's close enough to Broadway / Times Square that you can walk to all the shows, yet in enough off 6th Ave to be quiet at night. We (Two twenty-something women) felt very safe walking in the area, and to and from the hotel at night. It is also close to the subway, which we also used (though forgot a few times to watch for uptown/downtown direction...whoops!).The hotel was great. All staff were friendly and helpful, and check-in and out was done in a matter of minutes. I called the hotel directly to book and received the exact room I wanted. I then was able to recieve a 10% discount by presenting my AAA card upon arrival. This made it cheaper than anything we found online.  We stayed in room 608--request it if you are also looking for a 2 double bed room. The closet was on the small side, but we had no trouble with having enough space for the 2 of us. People complained in other reviews about having a room in the back, with a view of a building, but honestly, it was fine--we heard no noise outside! Even if you had a room at the front of the hotel, you'd only see the building across the street, and it would probably be noisy at night! You could hear people opening/closing doors in our section of the hall (7 or 8 rooms) but not so much that we were disturbed during the night.I guess if there were more than 2 people there, things could be a little tight, but it's doable. The hotel was clean and comfortable. The free breakfast was great (from 7 to 10 am), bagels, cereal, coffee, juice, yogurt, toast--helped us save a few bucks. The elevator is small, so you might have to wait to go up, but really, who cares? There are two computers, which were handy for checking show prices &amp; mapping places we wanted to go. You might have to wait a few minutes if other guests are there, but no big deal. Hallways are narrow, as they are in many hotels. Really, it was a very decent hotel for a fabulous price. We are highly recommending it to friends and family in the future...Just a side note, if you are going to a broadway show &amp; want cheap tickets: Many shows have last minute ticket lotteries a few hours ahead of show time. These tickets are under $30 each and are usually for the front row. You can hope your name is pulled and get 2 tix per name. However, lotteries are open for up to 30 min...and people come from nowhere to put their name in! Other shows have &quot;rush&quot; tickets where the first 30 or so people in line can get up to 2 tix per person. The Disney ones specify that these are for students, but others (Color Purple, Chicago, etc.) are just first come, first served; each person in line gets 2 tix. Just do a round of the ticket offices for shows you want to see; ask them what time to get there for lotteries/RUSH tix and try that first!WORTH IT TO CHECK OUT BEFORE GOING TO TKTS (which cost 60 - 100 dollars (though maybe better seats)."
