IDREVIEW,HOTELID,REVIEW
1,2,"Nov 17 2009 	great room layout service value-would definitely return	we stayed in a 3 bedroomed-suite which was well furnished and the staff perfect hosts. they even organised a birthday cake for my Mum (we were all there to celebrate).could organise for massages / manicures in our suite, perfect for relaxing.located in the CBD so not great for tourists but plenty of remarkably good valued restaurants nearby."
2,2,Nov 7 2009 	A quality hotel with quality service	We stayed at the Ascott Beijing this summer for 1 week in a family of 5. It is centrally located. When you are a european with kids staying for a few days it is ideal to have a fully equipped kitchen and a big Wal-Mart nearby. We had a modern and spacious apartment with a big LCD flat television. The service was really good and important for us not speaking the language: we never had to wait for a taxi and they always provided info for our directions.We would definitely return!
3,2,"Oct 16 2009 	clean rooms good location poor service	check-in:my friends are i arrived from different countries @ different times and were greeted in the same lousy way. the bellboy did not help with luggage. the doorman did not open door. and the receptionist took more than 5 minutes to greet us with no smile despite having no other guest in the lobby. in sum, not pleasant.room:we had the 2 bedroom suite. very spacious and comfy with all basic amenities. bathroom was spacious with separate bathtub and shower area equipped with l'occitaine toiletries. but they do not provide us with new ones even tho we have finished them. we had to ask the receptionist/concierge TWICE before getting more toiletries to shower. the washing machine is brilliant, but the 4 of us were not clever enough to work out how to wash and dry the 4 days we were there. Ended up doing the laundry by hand. location:central and within walking distance to the train station and food places. slight difficulty getting a taxi tho. 7eleven is just round the corner. and there's a starbucks on the ground floor.breakfast:small but good spread with standard egg station, fruits, breads and some local congee and hot food.massage/spa:we had massage and Chinese pedicure there. pedicurist is a man who told us how maggie cheung went there for a massage a while ago. quality of massage and pedicure was average."
4,2,"Sep 18 2009 	Amazing find for a group that wants to stick together	We did a lot of searching before finally deciding to stay at the Ascott in Beijing. I was a bit nervous since it would be my first trip to China and I know little about the best place to stay. This ended up being the perfect choice. We had 7 people traveling together and booked the 3 room suite/apartment. We comfortable slept everyone. The 2.5 bathrooms worked well for our group. We also loved having a kitchen to be able to have a little choice about what we ate. We wish there would have been a grocery store closer by, although we made good use of the 7 eleven across the street. The in-room washer and dryer were also definitely a plus and there was plenty of space for lounging around.Some have complained about the internet. As far as wireless goes you can pick some up, but I wouldn't count on it. We did have 2 wired connections though so we just shared them and made do. We weren't in China for the internet anyway so we didn't care too much.The hotel staff went above and beyond to accommodate us. I left my passport in the taxi upon arrival and the moment I told them they got right on top of tracking it down for me.For added convenience there is also a Subway restaurant attached to the hotel. This may sound silly to most people, but after 2 weeks in china I was ready to put something a bit more familiar to me in my stomach and that hit the spot. Across the street you can find a Chinese food restaurant that will deliver to your hotel room. We had breakfast included in our stay which was a great way to start each morning.The hotel is less than a 5 minute walk to the subway entrance and maybe a 10-15 minute walk to the silk market and other nearby sights. All in all the hotel was very clean and the service was great. It is a wonderful deal for how nice the accommodations are and I would highly recommend it to anyone."
5,2,"Sep 5 2009 	Good Value for large family - Internet connection prob not hotel's fault	Great for large families! We grabbed a large 3 bedroom for 6 adults and 2 kids. Great room - my chinese inlaws really liked the kitchen and washer/dryer. Big thumbs up from them. Large LCD tv was also in heavy rotation. Had a nice kids movie with popcorn and the works every Friday. Internet was down for several days (the hotel's guest room ISP had an issue), however the GM allowed us use of the conference center internet which was a different ISP as soon as he was aware. Prob solved. If you are looking for Casa Mia, it closed, however Annie's Italian is opening soon right across the street. I've never tried Casa Mia but Annie's is a great chain with excellent service, good value, great food. Also tried the subway and curry rest in the building all fine. Gym facilities were awesome - full Cybex, freeweights and treadmills with LCDs. The breakfast buffet actually improved during our stay, and we were asked for ideas to make it better. The kids room is more oriented towards toddlers - small ball pit and other basic toys. 5 and 8 yo with us enjoyed the pool more - decent temps and very clean. If you stay here, learn how to get to Walmart, its faster to walk than taxi, and they have all of the essentials at good prices. Everybody bought a lot of our local food souveniers there. The main lacking of this hotel is that it's not a tourist hotel. You'll have to do most of the homework on your own. Find a local guide and hire them like we did."
6,2,"Aug 17 2009	don't rely on it if you have any mission-critical deals to seal	the internet connection was not reliable at all. I was not able to connect to my US stock/futures broker to view/trade the markets. couldn't login to my airline to do an internet check in or book my seat. Other websites such as yahoo, msn messenger service were inacessible as well. the front desk tried it as well and they have no clue and no answer how to fix it. the 2 bed rooms were generally big and well equipped. had a dryer/washing machine,safe with no instructions, TV in the living room was an LCD, TV in the room was a grainy CRT Breakfast was lousy. Spread was limited and tilted towards awfuloverall - a horrible experience. Internet connection should be as essential water in the toilet . if like me you need a steady and reliable connection, avoid this place."
7,2,"Aug 15 2009 	Best place in Beijing	I travel a lot in Beijing, I've stayed in different hotel and serviced apartment and honestly this one is the best one I ever stayed. The staff is always friendly and try there best to satisfied each of your request.There is a Starbucks, a minimart and several restaurant in house, each of them can deliver food in your apartment. There is also a massage center, you can phone them and order a massage in your room.The room are just awesome, you will have more place that you never had in any hotel or even serviced apartment, the smallest room is around 100 square meter, I always stay in a 2 bedroom around 200 square meter and I always feel like at home away from home.The staff and the management are really helpfull, I really apreciate the way guest are treated.Of course I recommend this residence for family our group, but it will be suitable for people who like space and great facilities."
8,2,"Aug 7 2009 	We loved it!	We stayed at the Ascott for 4 nights, and were extremely happy with the facilities and rooms. The apartment was very large and spacious for our family of 4 and is perfect for families or 2 couples as there are 2 bedrooms (1 with a king bed, the other with a double or queen) and 2 well equipped bathrooms. The kitchen had all the utensils and dishes you needed. We did not cook but bought groceries and had breakfast and snacks at the hotel. There was even a washer and they provided packets of soap. We used the gorgeous pool area everday and there is also a steamroom and sauna. We were on a private tour so we didn't venture out of the hotel on our own but we always seemed to be about 20 minutes from the main attractions in Beijing. There is a Subway and bank machine right in the hotel. We'd recommed this hotel to anyone!"
9,2,"Jul 21 2009 	Nice apartment	Stayed for 4 nights in a 2 bedroom. It's a home away from home. Nice apartment except for the laundry problem mentioned in the previous post. After waiting 3 hours for the first load, I learned my lesson. Don't want to spend my vacation time doing laundry, you know. Since it's a small capacity washer and dryer (loads about 12 pieces of clothing), I just selected what needs to be washed and choose the shortest wash time with about 60 minutes of drying time. That way clothes are dry not damp. do be aware that your white clothes may be stained with yellow stains, probably from the water. At least that's what my Beijing friends told me. Location wise, it's a liitle farther from most of the sights. As far as taxi drivers unable to find the location of this apartment, I think it's a common problem for travellers to Beijing. I think the taxi drivers in Beijing are notorious at overcharging visitors. I've paid between rmb15 to rmb70 on different occasions travelling from Ascott to wangfujing street and vice versa. taxi drivers in Beijing are not trustworthy. From my own experience, I can tell that it's a trick for the drivers to tell the passengers that they are not familiar with a location and they would have to make phone calls to verify. Then, they would start cruising around while the charges keep going up. This happens to me about 8 out of 10 times I took a taxi anywhere. It's a huge problem and I speak their language. Imagine someone who doesn't. Overall, I would recommend this apartment to families only. there're better places to stay in Beijing if you are single or a couple."
10,2,"Jul 7 2009 	Avoid it if you are planning to do your own laundry at this place	Stay here for 5 nights with my family after reading previous positive reviews on Trip Advisor, the Travel Channel (Beijing special with Samatha Brown), and friends. The only good thing I can say is the roominess of the place(we stayed in the 2 bedroom) and the fairly good value you get for your money. Otherwise I say avoid it! Services were extremely slow due to understaffing (I think on purposes by the management despite low cost of labor in Beijing). Waits of 30 minutes to an hour was the norm with each calls for housekeeping or repair crew to come by. CAN'T stand the poor quality of the combination washer/dryer unit inside the apartment. It takes at least 3-4 hours to do a load of laundry (wash &amp; dry) and the clothes still come out damp to wet. Have complaint to management a few times but best they can do is apologize. If you are planning to do sightseeing in Beijing (which we did for a few days), where do you even find time to spend this much time on doing laundry( and still get upset with the damp/wet cloths). Breakfast was very greasy for the Chinese items and Western breakfast items were few and skimpy. Would definitely NOT stay here again despite all the hype, location was not easy to find (taxi drivers had a hard time locating it, and had to call the hotel to get directions). Faucets on basins/tubs were hard to reach if you had to wash something (if you see them, you would know what I am talking about). AVOID!"
