IDREVIEW,HOTELID,REVIEW
76,1945,"Nov 8 2008 	Overpriced - even for NTC	Hotel expectations in NYC always need to be quite low. But I have just checked in at the Marcel with front desk staff who behave as though you are spending about a quarter of the actual cost of this place. And then a TINY TINY room with an air-conditioner from the 1970s, a few touches to make it look 'design' or 'boutique' but it doesn't hide the fact that it is not 100% clean, the bathroom suite is old fashioned and ugly and there is not even a wardrobe to store clothes. I would not stay again."
77,1945,"Nov 4 2008 	Clean convenient	This hotel is in a nice location, convenient to the subway and to midtown. It is very clean and the staff are friendly and helpful. The room was small but we expect that in NYC and it was not tiny.The shower had only half a door! That was weird. It had what looked like half a sliding door but it did not slide. I called the front desk, assuming it was broken, and was told it was meant to be that way. So when you showered some water always got on the floor. There was no place to put anything in the shower, no shelf for your shampoo or razor.There is a very nice area on the 10th floor where wifi is available. They serve a continental breakfast which we did not buy, but coffee was free. There is an outdoor area too, on the 10th floor, which looked like it would be great when the weather is right.Aside from the shower we were satisfied with the hotel. There are plenty of places to eat that are very close by"
78,1945,"Nov 4 2008 	OK but not for 350$	We went there with my husbant between 23-29October 2008. After reading most of the reviews we requested for a front room overlooking the street rather than a back room. The size was very good and extremely comfortable, design was modern and room was very clean. The only problem with the room was - as one other reviewer mentioned- that the windows are not double glazed and imagine that the hotel is on 3rd avenue. The first 2 days we didn't have a problem as we were knackered from jetlag but after that the noise was too loud to have a decent amount of sleep so we ended up waking up every day at least at 7!!! On the noise issue, the first day we arrived we noticed that there was a connected door in our room which was locked and when you opened it it faced another door locked from inside from the adjoining room. First day the adjoining room was obviously NOT accupied. Second day, we had to wake up in the middle of the night because of laughter and conversation that I thought was taking place in our room - please bear in mind that in this hotel the acoustics are UNBELIEVABLE! You hear everything...even noises from toillet and showers.Also note that there was no room service until late afternoon, so no coffe in the morning if you want to have one in your room (not a big one for me but my husbant wanted an early morning waker so he had to dress and go to a Starbucks further down 3rd avenue).We have checked the 9th floor room with the complimentary coffee and pcs but bear in mind that this is the size of 2 small hotel rooms; pcs were almost always taken; view is truly very nice. Coffee not that great, even if it is complimentary...to be honest I have not tried the complimentary cheese in the afternoons.Staff specially the doormas was very nice - reception people were a bit indifferent, not too much bothered.Overall I would say that it was ok but not for this amount of money and they definitely need to do something about the noise..."
79,1945,"Oct 23 2008 	Fantastic	I loved the Marcel! Although the rooms are rather small, the comfort is fantastic. Especially the bed is great (exactly what you need after long strolling trough the city). And the roof terras on the tenth floor is great. On 6 o'clock there is a wine and cheese reception over there (free!) and it offers free coffee and access to the Internet. The location is very central in NY. I will be back."
80,1945,"Oct 22 2008 	Hesitate	I had a bad experience and woudl hesitate to recommend the hotel. On arrival the air conditioning was on full blast so it was like walking into a fridge. Gave up trying to switch it off and had to get front desk to help. They then told me there was no heating at this time of year even though the room was freezing. Anyway i thought the room would eventually warm up so i let it go. I then noticed the horrendouss noise from outside, after checking the window i found it was broken. I asked for another room and was moved to a room that was so small the door hit the mini bar when i tried to open it. The room was quieter .......because the window was hidden away so it felt like I was in a cupboard. Again the air conditioning was on but in a corner which was so dark I couldn't see the controls. Also, the window opened onto a brick wall. I could not wait to get out of the place. One good point - i tried room service and the food was very good."
81,1945,"Oct 8 2008 	We'll be back!	Our stay at The Marcel couldn't have been better, great location, very clean rooms and above all the staff were wonderful especially Angel the doorman and Michael at the front desk plus the views from the 10th floor breakfast lounge were stunning all this made our first trip to New York a truly memorable experience..........we'll be back!"
82,1945,"Sep 29 2008 	Great location; Great Staff.	This hotel was perfect for me as a &quot;just retired&quot; single woman.I was apprehensive about being alone in New York but the staff could not have been more helpful. Helped in the door with baggage; given a map with directions for walking, subway, everything I needed on arrival at reception (and next day theatre tickets and shuttle to airport arranged for me).Room was indeed small as other reviewers have said, (no-where to put suitcases) but very clean and street view which I recommend asking for. The housekeeper even lent me her own umbrella on the last day!I was on 9th floor so one floor down from roof lounge with free coffee and internet all day and terrace to sit on at right time of year.Area felt very safe even walking from subway two blocks away late at night after failing to find a cab from theatre district.I will definitely use this hotel again on any future trip to New York."
83,1945,"Sep 21 2008 	Great location clean friendly	We chose to stay at The Marcel after consulting with Trip Advisor, and were not disappointed. It was very clean, maybe on the small side, but that is to be expected in Manhattan, and we did not spend much time in the room, except to sleep.The staff were very helpful and friendly. We did not eat at the hotel as there are lots of places in the vicinity to choose from. The only criticism we would have is that the capuccino machine was broken for three days! but we would definitely stay there again. We have to recommend Baluchis indian restaurant, this is just round the corner from The Marcel, the food and service was excellent."
84,1945,"Sep 14 2008 	Loved the Marcel	I loved this hotel. I chose it for location (wanted to stay near a friend's apartment) and every time I returned to the hotel I felt so good walking into the calm and chic atmosphere. I loved my room, the beautiful rooftop terrace, breakfast and, later in the day, the complimentary wine and cheese get-together. Fellow guests were international and may have been there for Fashion Week as I saw several models during my stay. I could walk to the Lower East Side from there and enjoyed all the areas inbetween. I would definitely stay there again."
85,1945,"Aug 3 2008 	Great service.	Stayed here 5 nights. Good lower midtown location. Not far from Madison square, nice area,walk a couple of blocks to the subway.Our room was spacious, clean, modern decoration. A great rooftop terrace, with complimentary wine and cheese between 6pm and 7pm when we stayed there, served by the wonderful Alex. Free coffee and internet access for 30 minutes in a lovely rooftop lounge room.Warm welcome from the receptionist and ever helpful staff. A smaller hotel so it feels more personal. Great little diner just down the road.Quiet enough area to give some respite from the 24 hour city fun.Don't hesitate to book this, its great. Only downside was our window faced inwards so we didn't really get much daylight. But you could ask for a street facing room if you want."
