IDREVIEW,HOTELID,REVIEW
11,924,"Jul 26 2009 	Ok hotel for short stay	The rooms are quite small, but most hotelrooms in London are. We had a problem with the room being a bit cold, no heating. The location is great, close to Hyde Park and Lancaster Gate station. For short stays this hotel is ok, but for longer trips I'd rather pay a bit more and find a hotel with larger rooms."
12,924,"Jul 23 2009 	Satisfied	We stayed in 3 different rooms at 3 different times. The first was large, but stained carpet and torn wallpaper. The second was very pretty and large. The third was fine, but small. People were friendly and breakfast was enough for us. For such a great location and in an old townhouse, this place is fine."
13,924,"Jul 20 2009 	Good location 	Stayed in this hotel for 4 nights after Scandinavian cruise. This is an average hotel that disparately needs renovation. Our room had a good size, was clean and had all the necessary things. What we liked the best about this hotel that there is a Russian restaurant downstairs! Food is great and not expansive. This is a family owned restaurant and the owner and his family are very nice and pleasant! A lot of Russian celebrities visited this place! If you would like to try Russian food this is the perfect place!!! Name of the restaurant is &quot;Erebuni&quot; - www.erebuni.ltd.uk"
14,924,"Jul 14 2009 	Great location and value for money	The location of this hotel is very good and only a 5 minute walk from Paddington station. The street it is situated on is quiet and quite pretty. The rooms are a bit tired looking but they were clean. The staff are friendly and really helpful, they changed our room to one with a bath with no problems. Breakfast was good too. Little venice is about a 15 minute walk away so we took a stroll there on Sunday morning. The Swan pub has live entertainment on Fri, Sat &amp; Sun nights which we throughly enjoyed. I thought for the price we paid this was a great little hotel for a long weekend away and i would defo book it again."
15,924,"Jul 12 2009 	Good no frills accommodation	After being warned of exhorbitant costs of accommodation in London, I was relieved to find the London Guards on Tripadvisor. Arriving at Paddington station, with no idea of its location, I found it within 15 minutes, thanks to helpful people I asked (including one Aussie!) It is in a quiet square, just a few minutes walk from Kensington Gardens and Hyde Park, Lancaster Gate and Queensway tube stations, and both Hop-On-Hop-Off bus pick up points. Breakfast is basic but adequate, staff helpful, and will book day tours, etc. My room was clean, quiet and comfortable. Being an older lady travelling on my own, I felt safe at all times."
16,924,"Jul 11 2009 	Great location and value for money.	Knowing room sizes in London are very small was pleasantly surpised by room 110. Had a bath and toileteries, even a/c. Comfortable bed, tea and coffee facilities. Hotel has a lift and no smoking rooms. Staff very pleasant and helpful and spoke reasonable english. Close to Kensgington Gardens and Lancaster Gate tube station. Would stay here again if come to London. Friday or Saturday night might be noisy on outside street windows when patrons come out to smoke late at night. Consider it good value for money."
17,924,"Jul 9 2009 	Great value for money	Like some other reviewers I chose this hotel because of its proximity to Hyde Park as my friend and I were attending the Hard Rock Calling concert, and location wise this was perfect. Lancaster Gate tube is a couple of minutes walk and Hyde Park is at the end of the road, with the Lancaster Gate entrance only a few yards away. There are a couple of great pubs in the local area  The Mitre in Craven Terrace and also The Black Lion at Lancaster Gate, and the hotel itself also has a Russian bar downstairs.The hotel looks a little tired and chintzy, but all it needs is a lick of paint and a bit of modernization. It was clean &amp; quiet and the staff were friendly &amp; helpful. The hotel were happy to look after your luggage free of charge if you arrived early, or if you needed to leave your bags for a while once youd checked out.Our room number was M1 and we paid 69 per room per night for 2 sharing, and this price included breakfast. In comparison to some other hotels in the area, this was a bargain. The included breakfast was continental, but was more than adequate, and I have to compliment the breakfast staff particularly as they were really lovely.Please understand this is a 2 star hotel, so if you book it expecting 5 star luxury then you will be very disappointed. However, I liked this hotel a lot, so much so I booked it again for the following week."
18,924,"Jul 7 2009 	Good value	This hotel is a bit shabby, but it's location and room size make up for that. It was clean and comfortable with great airconditioning and a basic but edible breakfast. I would stay again."
19,924,"Jun 30 2009 	AVERAGE!	Had high expectations after reading all the reviews on tripadvisor (which was one of the reasons I chose this hotel in the first place!) The second reason being that I wanted a hotel close to Hyde Park as we were going to Hard Rock Calling held at the Park. Anyway, the location was great for that reason, but very little else. It was very warm over the weekend, and unfortunately, so was the London Guards Hotel! We were'nt expecting air-con, but windows which actually opened would have helped! The rooms were old fashioned, but the only good thing in it was a fridge which was very handy as it was so warm! Breakfast was 'continental' which consisted of boxed cereals, two choices of juice, cheese, yogurt, toast and 'croissants' which were hardly authentic! On our first morning, there was also a couple of apples and bananas on offer, but sadly none on the second! We were on the first floor, and when we came out of our two rooms and walked down the stairs, we were greeted with the sight of the laundry room with bags and bags of dirty laundry on display all over the floor! Not very welcoming! But I have to say the hotel was clean which is very important, but if you do not need stay in the area which doesn't have much facilities around, then I would suggest you look elsewhere."
20,924,"Jun 29 2009 	A wonderful hotel....	Value for money, very helpful staff and comfortable room. Breakfast was good with a variety of cereals and the staff there were nice. Located in a quiet and beautiful area, it is a short walk to Hyde Park and the Queensway area where one can get food and plenty of souvenirs... The Lancaster Gate tube and Paddington station are also within walking distance."
