IDREVIEW,HOTELID,REVIEW
118,1789,"Apr 25 2009 	Location Location Location	I travel to New York about once a month for business. I don't care very much where I stay in terms of location in the city. I'm looking for a clean, safe, 4 star property. I usually try to book on priceline and the results are usually good.This hotel is in the perfect location if you are a tourist. It is in the heart of times square. Steps away from the theater, the touristy restaurants, rockefeller center, etc. Check in at 5:30 p.m. was courteous and quick. My room was on the 18th floor. It was modern, clean and comfortable. There was a flat screen t.v. with movies and free hbo. I liked the fact that there was a guard by the elevators at all times to make sure that you were supposed to be in the hotel.There was nothing amazing,or noteworthy about the service or hotel. However, if you are looking for a clean, safe, nice place to crash after busy New York Day, this is a good one."
119,1789,"Apr 23 2009 	Fantastic location and amazingly comfortable beds!	We stayed at the Crowne Plaza Times Square for 3 nights in April 2009 and would definitely return. The beds were fantastically comfortable which is just what you need after a heavy day of shopping and sightseeing in New York! It was strange that even though we were on the 27th floor we could still hear all the hooting from the streets below but we got used to that. The location is perfect - right in the centre of Broadway with all its theatres (we went to see Shrek the Musical which was brilliant) and within walking distance of all the sights. We went by train to get the Staten Island Ferry but we walked back from there stopping on the way at Ground Zero and the Tribute WTC Visitor Center which is definitely worth a visit. We then went bargain hunting at Century 21 and our visit to Macy's during Flower Week was great - the creations were absolutely amazing. We carried on walking all the way stopping at various shops and finally stopped at the Hard Rock Cafe for dinner before going back to the hotel and our lovely comfy beds for a good night's sleep! We went up the Rockefeller Center and as the weather was so good we had the most amazing views of New York from the top. The hotel is next door to the Hershey store and right opposite the M&amp;M store - a chocolate lovers delight! We didn't eat in the hotel but the cocktails were lovely! We also ate at TGI Friday which was OK and Carnegie Deli which is always great - the portions are massive and the food delicious!The only complaints were that our neighbours had a Chinese takeaway one night and put their leftovers in the corridor which stank - when we told Reception they said they would get it cleared immediately but it was still there 24 hours later - as was a huge bag of dirty towels??! And also, my husband and daughter went to the pool but too many lanes weren't available to the public and the pool was freezing."
120,1789,"Apr 22 2009 	Beware - you don't get what you've paid for!	The only good thing I can say about this hotel is that's it's a great location! Like other reviewers on this site, we booked months in advance but upon arrival found that due to 'the hotel's policy of overselling' ( the general managers words , not mine) the spacious corner room on a high floor that we had booked was not available and there was nothing we could do. We ended up in a standard room on the 19th floor for the first night, then got moved for the remaining 3 nights to the 41st floor, but again a standard room. We booked direct with the hotel and our confirmation stated that breakfast was included but when we arrived they tried to tell us that it was a typing error!! After much remonstration they relented and gave us vouchers for breakfast (how good of them). There were not enough towels in the room, despite several requests, the complimentary fruit basket promised in the booking confirmation never materialised despite asking several times, neither did the gift box on check-out that was promised (by then I was too cheesed off to even argue about it.) After much protestation they did knock $160 off the bill which didn't make much of a dent and certainly didn't compensate for the aggravation or disappointment. Seriously folks, although our room was clean and tidy, the staff on reception, who constantly rotate so you never get the same one twice, were on the whole unwelcoming and surly. I would really give this hotel a miss if you are hoping for your stay in the Big Apple to be memorable for all the right reasons. I have stayed in much better hotels in the city for a whole lot less."
121,1789,"Apr 19 2009 	New clean and quiet....an oasis.	My husband and I just returned from a three night stay here. Check in and check out were very easy. Our room was clean and spacious, with a great view of Times Square. The bed was very comfortable and we slept well as the room was quiet. The only reason I did not give a perfect rating for service is having to ask three times for more coffee in our room, all we had was decaf when we arrived. We ended up at the Starbucks right across the street. I also had to ask for shampoo on the second day. The convience and ambience cannot be beat."
122,1789,"Apr 19 2009 	Not What We Expected...	My family and I stayed at the Crowne Plaza Manhattan(Times Square) for a 3 day/2 night trip to NYC. Let me start off by stating the positives: the location is amazing. The hotel is situated right in the heart of Times Square on Broadway and 48th Street. The lobby is very nice and modern, and there were friendly bell-hops to help us with our bags/taxis. We stayed in a Concierge Level room, which came with access to the 46th floor Club Room. They provided a wonderful continental breakfast and some nice afternoon snacks/wine. Now on to some of the major issues we had with this hotel...First of all, upon check-in, we were greeted by a very surly front desk clerk who proceeded to tell us that our room was not ready yet (even though we had requested an early check-in months ago), but loudly announced that our credit card was declined. She demanded a photo ID and another credit card. When we gave her a working card, she didn't say much more than &quot;we'll call you when your room is ready.&quot; While waiting for our room, we decided to have lunch at the hotel restaurant. The service was INCREDIBLY slow, even though we were one of the only tables. An incredibly salty grilled cheese sandwich cost almost $15...the salmon burger my husband ordered was also so salty he could barely eat it--but hey, I guess that's New York. My $11 glass of wine was only filled a quarter of the way(about as full as the size of my pinky) and the $10 chocolate ice cream was frozen solid. After nearly 2 hours at lunch, our concierge level room was ready. We were on the 45th floor and were immediately surprised to find our &quot;guaranteed&quot; Times Square view was actually a view of a taller building and a sliver of the Hudson River in the distance. No Times Square view even though we requested it months ago, and we were told we would get it! We immediately called down to ask to have our room changed and were told that the hotel was totally sold out and there was nothing they could do. A second attempt in person failed also. We were promised robes and slippers for all in our party, but we only got one robe and no slippers, even after asking housekeeping to send up more robes. Housekeeping left garbage in the room each day and never replaced the coffee cups or the sugars/creamers. There was only one shower towel in the bathroom when we arrived, but they did bring more when asked. Our daily complimentary newspaper was non-existent. We were charged over $100 for so-called &quot;complimentary&quot; wireless internet and only had it taken off our bill when we presented our printed contract to the management. The pool was a joke. There was only one tiny lane open for hotel guests and the water must have been below freezing. It was SO cold that I couldn't stand to go in for more than a minute, even though we had WAITED 20 minutes before it was our &quot;turn&quot;. We also had no idea that there was a $4 swim cap surcharge per person, so we had to go back to our room to scrounge up EXACT change. The list just goes on and on and on....We were very excited to go to this hotel based on their website. BE WARNED- this hotel is NOT all it promises to be. If it weren't for the great location, and the very nice concierge lounge, this hotel would have not much going for it. The next time we stay in NYC, we will definitely try a different hotel."
123,1789,"Apr 18 2009 	Top Location 	From check in through room comfort and service couldn't fault anything. Great location within Midtown, with Times Square and all that goes with it on doorstep, but easy walking distance to Central Park and shopping areas. Would certainly recommend to anyone, can't comment on room costs as I was on a Priority Club Reward break. Rooms were spacious and bathroom / shower facilities good. For 1st time visitors make sure you take the Gray Line Tour bus trips. First day stay on for entire trip unless guide is uninteresting. Just hop off and get the next bus. 2nd day get off and on every few stops and have a half hour walk about the neighbourhoods, only way to get the feel of the city. Route obviously changes from time to time as there was some locations missed out from my last trip. If the sun is out, head for the park, its all you see in the movies and tv shows and more, overflowing with entertainers and characters. Only place I have seen a dog with a dress and shoes on!! Liberty Island was impressive, didn't make Ellis on this trip, but head down to the ferry early. Similar with Empire State building, less queueing at night, make sure its not foggy though, we couldn't see the building across the street never mind miles away. Whatever you do, get out and about, take good shoes and cut down on party wear, you'll be too tired to head out at night too often."
124,1789,"Apr 18 2009 	Best location - Friendly Staff - 3* Rooms	They can go the extra-mile, but... only if you ask it. Valet parking staff is rude, others are very friendly.I expect more care about details on room furnitures, especially in bathroom. They should go back to their suppliers and show them how they neglected many details in the renovated rooms. Great view on times square. I would definitely stay again."
125,1789,"Apr 15 2009 	Nice hotel...needs better attention to detail	Stayed here for four nights on vacation. Rooms are nice, if small, with great views. Beds very comfortable, and flat-screen TV in room. Great location on Broadway. Unfortunately, we had a few issues during our stay. We arrived very late, around 1am, and on entering our room, we found that it had been used after being cleaned, so had to change rooms.During our stay, various items such as towels and bath mats were not replaced, so ended up with no bath mat and only one towel, even after calling the front desk. A request for a razor and shaving foam took a day and several phone calls, and finally attempting to arrange a late check out took endless phone calls and buck passing to arrange.I would stay at this hotel again, especially at the rate we paid, but the hotel management needs to look at these detail areas!!"
126,1789,"Apr 14 2009 	If I could afford it I would ALWAYS stay at this hotel in NYC!	I LOVE this hotel! I've stayed at many hotels in NYC &amp; this one is by far my favorite! I travel to NYC several times a year w/my kids (last year, 4 times!) &amp; if I could afford it I would always stay here! The staff at check-in was FABULOUS, they were so nice! All of the public areas were clean &amp; mighty nice. Our accommodations were AWESOME! I loved our room! Bed was comfy. Renovated last year. Everything was clean. Only 1 tiny complaint is the water pressure for the shower is not as strong as I would like to rinse shampoo out of long hair. The location is the best for Times Square. Hotel is right on Broadway between 48th &amp; 49th street. Very safe for walking at night. Duane Reade drug store is at 50th &amp; Broadway, which is great for beverages &amp; snacks (if you want to save a little $). The Food Emporeum (a grocery store) is @ 49th Street &amp; 8th Ave. (1 block away) they have awesome baked goods &amp; hot foods ready to eat sold by weight. Mama Sbarros is right across the street. They have a large selection of pizzas &amp; a hot &amp; cold buffet sold by weight along with different Italian dishes you can buy. It's another good way to make your dollar go farther. Subway is only a block away. If you plan on using the subway or buses alot get an unlimited metro card for the week, as of this moment it costs $25. &amp; you can ride the subway or bus as much as you want with it (it's a per person card). If you're reading this I want to say a SPECIAL THANK YOU to Edith &amp; Teresa at The Crowne Plaza, you were so kind &amp; treated me so well!"
127,1789,"Apr 12 2009	Fantastic Hotel	I would highly recommend this luxury hotel to everyone visiting New York, its location right in the heart of Times Square is fantastic.We stayed for 7 nights and had a fantastic time. The room was excellent and of a good size and there was also some very nice touches to the room.I would highly recommend the Brasserie 1605, we had breakfast there every day and it was excellent.The hotel itself is exceptionally clean, well maintained and very quiet."
