IDREVIEW,HOTELID,REVIEW
30,255,Sep 15 2008 	Best Hotel EVER!	We live in Chicago and when we need a little pampering and to just get away..we head to the Peninsula. It is truly an amazing experience and worth every penny.The rooms are so comfortable and the contemporary design is clean and calming.The staff goes above and beyond every step of the way. Its smack dab in the middle of all the action in the city so you are close to everything.You cannot go wrong here...book your stay today!
31,255,"Aug 18 2008 	Close but no cigar at the Peninsula Chicago	I stayed here for a week while in town visiting family and friends. I've stayed at 5 of the 8 Peninsula locations and although this is certainly one of the more luxurious properties they have, the service lags behind the other locations.Now by no means is the service &quot;bad;&quot; just not up to par with it's sister hotels. At the other Peninsula locations, I would consider the service (relative to other hotels, not just the Peninsula Chicago) above and beyond; over-the-top; and sublime. At the Peninsula Chicago, I would consider the service as above average.For instance, at other Peninsula locations, they welcome you with a welcome drink in the room and possibly a light snack. No such greeting at the Chicago Peninsula.At other Peninsula locations, when the Spa was booked, the receptionist offered to either call me if there were any cancellations and even recommended some local Spas - not at the Peninsula Chicago.The rooms are great, the location couldn't be better and the restaurants are top-notch. My friends that live in the neighborhood all love The Bar at the Peninsula as well as the Chocolate Bar they have every Friday and Saturday.It's a wonderful hotel... the service just isn't over-the-top as I've come to expect having stayed at most of their other properties.The hotel accommodations are important but not as much as customer service. At the 5-star level one expects a high level of customer service. The Peninsula Chicago's customer service is attentive at best, mildly impersonal at worst.The Park Hyatt next door isn't quite as luxurious (a little too contemporary for my taste) however their service was surprisingly helpful. If location and a high level of customer service is all you desire, you may want to look into the Park Hyatt Chicago; for shorter trips, I know I will."
32,255,"Aug 10 2008 	Excellent	Fabulous. We stayed with our two toddlers at the last minute for one night due to an airline mishap. Our son has severe food allergies and they were very accommodating of his needs. The service was excellent, the food was excellent, the rooms are delightful, and the bed is exceedingly comfortable. Expensive, but definitely an example of 'you get what you pay for.'"
33,255,"Aug 8 2008 	Best Hotel Experience Ever!	We had a great time staying at this hotel. From the concierge service to the Laundry service to management, everybody is just so kind and wonderful. Everything was perfectly timely and arranged in detailed to please the customers. The Hotel has an excelent Buffet that serves breakfast and lunch. What a variety of delicious food! Love it! We had a problem with our Limo service which had a miss-schedule out pick up time and the hotel manager called the company and had limo picked us up in 25 minutes. Just in time so we did not missed the fly back home.We would move to live at the Peninsula if we could afford it all year round!"
34,255,"Aug 6 2008 	Stay in Style	Stayed on a corporate rate for business. I was impressed with everything the hotel had to offer, especially the pool. The crowd was a little old for my tast - looked like a lot of bankers. I did enjoy watching the working girls pick up on them in the lobby bar."
35,255,"Aug 1 2008	Not as good as the first one but still luxorious...	What a great place. I have been to the Peninsula in Hong Kong and while it is not as nice, it still is grand for Chicago. A great location on North Michigan Avenue and the rooms are brand new and spacious. The pool is gorgeous and the afternoon tea in the lobby is quite good as well."
36,255,"Jun 22 2008	A very good choice	I wanted to stay in what I hoped was the best hotel in town and so my expectations were high.The Peninsula did not disappoint.My room was a kingsize deluxe and although it overlooked another building on a side street it was very quiet (unless you open the windows) and well appointed. The staff were all very helpful, efficient and courteous. The spa is very well designed with a nice indoor pool. The outdoor sundeck enabled some sunbathing and room service could be ordered there.The massages in the spa were good but the standard varied.I had three different therapists and one was considerably better than the other two.For 155 dollars for sixty minutes I would have liked more consistency. The location of the hotel is excellent...right by Michigan Avenue. I would recommend Peirrot Gourmet for breakfast which is quite casual. It is part of the hotel so you can charge to your bill but is accessed from the street by the hotel so is very close by but gives the feeling of being out of the hotel."
37,255,"Jun 21 2008 	Great 	We stayed here for a long weekend in June, and had a great time. The accommodations are first class, the location is stellar, and the staff is top-notch. You get exactly what you pay for. Our room was very large, the beds were very comfy, and the location is right off of Michigan Ave., so everything we did was walking distance away. We even caught the train to Wrigley &amp; the airport, so I think we only took one cab -- which was to the hotel."
38,255,"Jun 12 2008 	Nice but a little dated and problems with the electrical systems	I have heard great things about this hotel, so I was a little disappointed with conditions on my stay. We were in Room 1523, an executive suite. Here are the pros: Location is excellent--you can't beat it. Right off of Mag Mile. Service is excellent. Friendly staff, we got an upgrade when we checked in. Courteous prompt attention the whole time. When we checked in, we had a little fruit/nut plate waiting for us, and they brought us welcome green tea within 1/2 hour of check-in. That was a nice touch. Suite size was great. Laid out well, lots of room, and it had my favorite thing--a bathtub with a giant window above it. They gave us a late check out of 3pm, which was awesome. Here are the cons: The decor is a little dated and worn. The carpet in our room had what at first looked like a huge water stain running down the hall, upon closer inspection was a tread path from overuse. The very complicated lighting system did not work. There are panels all over the room to control lights and other systems, and they malfunctioned the whole time. Which meant that when we tried to go to sleep that night, we could NOT TURN THE LIGHTS OFF. We had to call maintenance. To their credit, they sent someone up right away to reset. However, the problem continued throughout the night with the lights going on and off as we were sleeping. Yeah, REALLY annoying. Luckily I had a couple cocktails (hey, it was Bluesfest), so I was able to go back to sleep each time. We told the staff when we were checking out about the problem. They were nice enough, and told us that they were in the middle of a &quot;green update&quot; (right, right) that was causing the problems. I just feel like for $700 a night, the lights should work in the room, no?"
39,255,"Jun 8 2008	A++ Hotel	The Peninsula is everything a 5 star hotel should be. The staff is professional, poised and very helpful. The rooms are well appointed, the counsel next to the bed is unique and fabulous. We finally found a hotel bed that's MORE comfortable than ours at home (not an easy task).The spa is beautiful. Although we didn't have treatments, we enjoyed the facilies (workout room, steam room, pool, hot tub, outdoor patio). The spa had very thoughtful touches throughout - e.g. swim diapers for kids, various flavored water and tea, plush towels - all terrific.Avenues (one of the three restaurants). Oh my. Fantastic food, unbelievably creative, delicious. The service was terrific. HOWEVER, the portions are pathetic. For $375 (for two), we should not leave hungry. The waitress explains that each course is 2-3 bites. So, the four course is 12 bites for $75. And, she was right. The 8 course is $115. One should not have to select the 15 course to fill their stomach. I understand that the new chef cut the portions which is a terrible mistake. I would go back in a heartbeat if the portions doubled. We have been to several other top Chicago restaurants (Tru, Trotters, Les Nomades, Everest, Moto), and we have never experienced anything like these miniscule portions.Overall, our experience at the Peninsula was wonderful and I would highly recommend this hotel."
40,255,"Jun 3 2008 	Nice Room except for the Mold	We booked a room, and were upgraded to a suite (rm 1816). However, the suite was located on the 18th floor, right below the pool and locker rooms. During the night, my wife (who suffers from allergies and asthma), woke up with terrible pain in her sinuses. We struggled to sleep for the rest of the night. In the morning, she had a nosebleed.In the morning, we noticed paint &quot;bubbles&quot; on the wall near the ceiling in the living room. When I reached up and touched the bubbles, they were wet and slimy. Upon further inspection, it was clear that there had been a number of &quot;repairs&quot; in the past, but the problem had never been solved.When we complained about this to the management, he acted very honorably. He explained that room was right below the locker rooms in the pool / spa area and there must have been a leak. He comped the room for the night and offered to move us to another room in the hotel.However, the lost night of sleep really wrecked our vacation. We decided that if one room has mold, we couldn't trust any other room and found accommodations elsewhere."
41,255,"May 29 2008 	What 5 Star Should Be	Everything aspect of our stay from start to finish was excellent. The hotel is immaculate, rooms are a nice size, well appointed and quiet. Staff are really helpful and the concierges I worked with were *real* concierges: they were happy to answer questions, make bookings and their advice on Chicago was very good. Front desk staff was helpful, honest and friendly. Gym is beautifully equipped with plenty of machines and an excellent class/stretching room, all with big windows. Pool is a full 25 meters with windows right down to the floor, a great place for a swim! Apples and coffee to go at the gym and pool were a very nice touch in the morning.I travel over 50% of the time and a hotel like this stands out for the comprehensive high quality of all services and facilities offered. I'll certainly stay here again when I'm in Chicago."
42,255,"May 23 2008 	The Absolute Standard	This hotel is the standard by which ALL hotels should be judged, not just Chicago, but anywhere. It is first-class in every way, from the doormen, to the bellhop, to the front desk staff, to the housekeeping.The location is perfect for downtown shopping and sightseeing. The rooms are gorgeous. The food was outstanding. I did not visit the spa but heard only great things.Obviously it is expensive, but this is the pinnacle of hotels."
43,255,"Apr 28 2008 	Romance at the Peninsula	Flawless! Nothing more can be said. Service was excellent, the food was awesome and the location is amazing! Situated atop Tiffany's on Michigan (does it get any better?!) its in the middle of everything. The staff is very helpful. Of course it all comes at a pretty penny, but the suite is worth it - with a plasma in the bathtub, press button EVERYTHING, floor to ceiling windows, its exquisite."
