IDREVIEW,HOTELID,REVIEW
341,2064,"May 5 2004	Fab Views	We stayed at the Holiday Inn for a few days at the end of April, found the staff very helpful and were lucky enough to get a high floor room, so the views of the bay were fantastic. The Lobby Bar was also very pleasant for a drink. The Hotel is in a good location, about 10 minutes walk from Union Square for shopping and about 10 minutes walk from North Beach for some lovely restaurants. Overall a very clean and pleasant hotel."
342,2064,"May 4 2004	Very nice!	We loved it! Clean, gorgeous rooms, attentive staff, etc. We couldn't really ask for anything more."
343,2064,"May 1 2004	Stayed at this one twice during April nice place!	Stayed at the Holiday-Inn location twice during the moth of April. Had relatives visit and went to Disneyland, S.F., Las Vegas during this past month. Stayed in this hotel from April 1-4 and had a great view of S.F. from my room. Close to Chinatown and the other attractions within a short driving distance. Then later stayed one night again at the end of the month so they could get to SFO airport for their departure.Excellent service and very clean with lots of space inside their rooms. Parking is on the expensive side though, but you get in and out pass for being a guest at the hotel so that's nice if you have rented a car during your stay and want to do some driving in the City. Highly recommended if you go to S.F."
344,2064,"Apr 23 2004	Great for a spa break	We stayed here for just one night as we had a number of treatments booked at the TruTherapy spa in the lobby of the hotel. The hotel is an ugly concrete block adjacent to the TransAmerica Pyramid and Bank of America Tower. The inside of the hotel is fine, though I wouldn't go as far to say that it's luxurious. I would recommend paying the supplement to get an executive room as we had a great view of the bay and Alcatraz and had breakfast thrown in for free. The real bonus for this hotel though is the spa in the lobby. It's a sleek, modern and relaxing space and the treatments were great. The staff were friendly and put us both at our ease. I finished my spa day swimming in the small roof-top swimming pool as the sun set over the city - perfect! All in all an above average property with some excellent extras and real value for money rates."
345,2064,Apr 14 2004	Stay here
346,2064,Mar 30 2004	Great Hotel Great Views Great Location
347,2064,Mar 24 2004	Great rates great location!
348,2064,Feb 9 2004	Still a great view from the 11th floor!
349,2064,Feb 4 2004	best deal in SF
350,2064,Dec 6 2003	great location
351,2064,Oct 18 2003	Great Location
352,2064,Oct 5 2003	great views and roof top pool!
353,2064,Apr 20 2003	Good value great location
354,2064,Oct 5 2009 	????????
355,2064,Sep 19 2009 	?????????????
356,2064,Sep 2 2009 	fr Lrmverwhnte
357,2064,Aug 30 2009 	Vista fantastica
358,2064,Jul 19 2009 	Gutes Hotel in zentraler Lage
359,2064,Jun 21 2009 	dcevant
360,2064,May 30 2009 	Cozy et bien situ
361,2064,Mar 31 2009 	?????????
362,2064,Oct 9 2008 	??????????
363,2064,Apr 1 2008 	No est mal
364,2064,Jun 9 2007 	Muy buen hotel en el mejor sitio de San Francisco
1,2071,Nov 24 2009 	Hotel Abri	My girlfriend and I had a great stay here. The staff and service were excellent. I'm all about customer service so I know when I see people meeting or exceeding expectations--which the Hotel Abri staff definitely did. The room was great. Even the maids were nice. This will be my go-to spot any time my girlfriend and I decide to visit the city. Highly recommend this place.
2,2071,"Nov 16 2009 	Perfect location! Great Hotel! Wonderful Staff!	My husband and I stayed here last week for 5 nights. We had an interior King Suite on the 5th floor. It was very comfortable and QUIET, which according to reviews I have read of other hotels, is not an easy thing to find in Union Sq. True to other reviews, the staff was FANTASTIC! The concierge, Hillary, was extremely helpful with booking transportation, tours, special arrangements, anything I asked. And the doormen/bellmen went above and beyond and make it a point to remember you by name. They all make an effort to be the best and it shows. And they have FREE Wi-Fi.....they get big points for that alone! The location was perfect, trolley, cable car turnaround, and BART are all literally around the corner. There is plenty of shopping and restaurants within walking distance and a Walgreen's right around the corner for all those essentials you may have forgotten. There is an italian restaurant attached but we did not get a chance to eat there, although it smelled great and looked to be pretty full every night so that's a good sign. A BIG factor for me in reviewing a hotel is whether or not the beds are comfortable. If you've ever had an uncomfortable bed you know it can ruin a vacation. The beds here are outstanding in my opinion. Very comfortable and cozy. I gave the room 4 out of 5 because there were a few minor things I thought were lacking, such as no mirror outside the bathroom, and no full length mirror, and the towels, while they looked to be new, were not very soft. Also, we like it very cold when we sleep and the window AC unit struggled at times, but it did an ok job, it's not like it was hot outside so it was still comfortable. These are extremely minor things and it would not deter me from staying there again. I just feel there is a little room for improvement. Overall, for the price we paid we felt we got an amazing experience at Hotel Abri and would highly recommend it to anyone looking to stay in the Union Sq. area. I walked down to the Westin for a masage in their spa and the lobby was so crowded and noisy, I was virtually unseen. I almost booked us at the Westin but after reading the great reviews of Hotel Abri decided to go with it......SO glad I did!"
3,2071,"Nov 13 2009 	Best service and value	We stayed at the Hotel Abri for 3 nights in the Urban Suite. We got a great deal on the room, large, plenty of space and was so comfortable we really felt at home. The service was amazing, nice and polite and would do whatever possible to ensure you enjoyed your stay.Abri is in a great location, a big Westfield shopping mall down the street and one block from Union Square. It's a great place to access transport and even has a cable car stop meters away. The area was safe, be aware that there is homeless people around, particularly around hotel's and food places (we didn't come across anyone aggressive and were all very well mannered).Hotel Abri also has a business center (meeting rooms, internet, printing facilities etc). We used the free internet access and printing facilities to plan our day and also to print tickets. I'd recommend asking the concierge to book a Go-Car for you as it's a great way to see San Francisco."
4,2071,"Nov 12 2009 	Beautiful renovation	I've stayed at the Hotel Monticello many times over the years, but the new Hotel Abri's renovation is the best I've seen. It is now sleek, comfortable, and elegant with top amenities. It is only 2 half blocks from the Powell Street cable car and the BART station which makes it an exceptional location. It is a close walk to the Moscone Convention Center and only a block from Union Square. It's also a block from the huge shopping center on Market that has Nordstrom and other great shops. The location can't be beat. The service was over the top - they even remembered our names after the first day. That's pretty amazing! The bed in our room was so comfortable and the work desk and free WiFi makes Marriott and other hotels who charge for internet look ridiculous. We had room 522 which was just fabulous."
5,2071,"Nov 3 2009 	Great Service Amazing Price	We spent one night at the Hotel Abri and would have extended our stay if we could. The price was great--around $90, I think. Upon check in we were upgraded to a two room suite on the interior of the hotel. The room was big, clean, and modern. Every time we passed through the lobby, the staff made eye contact and greeted us. This hotel is right in Union Square, but there was a doorman so we always felt safe entering the hotel late at night. I've been recommending this hotel to everyone."
6,2071,"Oct 30 2009 	Super outstanding staffs and Hotel!	We recently had the privilege of staying at the Hotel Abri for 6 days. We had a corner suite and it was simply amazing! The staff is very accommodating and the room was spacious and very clean, like a brand new, sophisticated hotel, and good quality bed and professional staff. The hotel provides the quality and comfort. I would recommend this hotel to anyone visiting the San Francisco area. The hotel is in a GREAT location close to public transportation and most everything is within walking distance. If you are visiting the San Francisco I would highly recommend this hotel."
7,2071,"Oct 27 2009 	Amazing Staffs	Stayed here in October, and really enjoyed the hotel Abri. It was centrally located in Union Square, lots to see and do close by. Easy access to Cable cars and buses, BART. The hotel is very clean and comfortable. Just returned from a week at The Hotel Abri and can't wait to go back! We found The Abri online and actually found the lowest rate directly through the hotel's website. Everything about the hotel was superb - the price, the location, the cleanliness and comfort, the dcor and, most of all, the staff. We took BART from the airport less than $8 each and it put us within a block of the hotel. Although we arrived extremely early in the day, we were able to check in by noon. The best part of our stay at The Abri was the management and staff - always helpful, friendly and patient.We would recommend this hotel to anyone and we can't wait to return."
8,2071,"Oct 22 2009 	warm and excellent service. clean modern cozy rooms. seriously the staff is awesome.	So while i was researching for San Francisco hotels to stay at, I read the great reviews for Hotel Abri and I was very suspicious and thought they were fake. However, after my 3 night stay (then an additional one night stay after my overnight trip to Sonoma), I was a believer in all those great reviews. Hotel Abri is a great pick that I highly recommend (if you want to stay in the center of SF, within walking distance of tourist-y stuff).i had a great experience with Hotel Abri. there were some Cons though: 1. low Wi-Fi strength2. lack of 24-hour room service. 3. lack of counter space in the queen-sized rooms (we had room #509 our first leg of the trip, but the bigger room we were upgraded to--room #507--had a lot of counterspace for all my vanity stuff)what outshines these aforementioned and small grievances is Hotel Abri's stellar staff. A great pick that I'd recommend to a friend. The Hotel room photos are pretty accurate. And the inside-rooms are a little quieter (they pointed that out)."
9,2071,"Oct 20 2009 	Nice and informative staff	Nice lobby. Our room was a bit small, but served our needs. The staff was very helpful."
10,2071,"Oct 15 2009 	Newly renovated large rooms in Union Square	I loved my stay at the Abri - it's a great location close to all the shopping on Powell street (Forever 21, H&amp;M, Macy's) and they have done a great job with the rooms. Spacious, especially for a boutique with great modern furnishings. Definitely recommend and would be back. The staff is very genuine, sweet and helpful."
11,2071,"Oct 15 2009 	Great little secret!	Having stayed at the Handlery, the Westin and other San Francisco hotels, the Hotel Abri was a great discovery! It is located right in the heart of Union Square and has a great atmosphere. There is a lot of things on the doorstep of the hotel and the staff are only too happy to help you.The rooms are a little on the small side, but are compensated by a large bathroom with nice amentities (l'occitaine) and a room with great mod-cons such as ipod dock, plasma, complimentary wireless etc, etc.I found it so nice to be in a big city and still feel like I was at a friendly boutique hotel with character!"
12,2071,"Oct 8 2009 	Exceeded my expectations!	I found a great package deal for this hotel online. It looked like it had been remodeled recently, in a convenient part of town and was a good price most importantly. I hadn't planned on spending a lot of time in the room, so I wasn't dissuaded when some complained about the room size. I was pleasantly surprised! There was plenty of room...way more than I had expected. The room was really great - especially for being a remodeled boutique hotel. The area was great during the day; lots of shopping, easy to get to transportation if needed and restaurants in walking distance. Yes, there are homeless roaming the streets, and it might get a little worse at night, but you are in a big city and it seems to come with the territory in most places I go. They never bothered us more than to ask for spare change, so it wasn't really an issue anyways. Also, all of the staff were so friendly and accommodating! We arrived before 8am (waaay before check in time) and they were able to quickly find us a room, which i did not expect to be ready. They were also helpful with any questions we had about the city.If we go back to San Francisco I will definitely stay here again with no hesitations."
13,2071,"Oct 6 2009 	Incredible Service	It was amazing to visit San Francisco at Hotel Abri in the fall and enjoy the fantastic room, shopping, convention, restaurants and hospitality, for its price its like finding a treasure The hotel is an excellent one and we have experienced a nice time. Every time we entered the hotel, we were greeted with a homely reception. This was our first Abri experience and we were very impressed with the room, hotel and your staff. Indy Shrestha, hotel Manager was incredible and went above and beyond the customer service level. After long days and nights it was truly a joy to come back to the comfort of the room. Definitely, we will be back again."
14,2071,"Oct 3 2009 	Exceeded all expectations	The Hotel Abri has an excellent location just minutes from Cable Cars, Muni, Bart and Union Square. Not to mention right next door to the greatest little bar &quot;Puccini &amp; Pinetti. The room was very clean and well kept. But I must say the staff went above and beyond all expectations. They were very helpful,friendly and courteous. I would definitely stay here again on future visits."
15,2071,"Sep 29 2009	No car no problem - Great location staff and value	My brother and I booked two rooms for a two-night, weekend stay. The rates were exremely reasonable considering the downtown location and weekend timetable. The Abri is just around the corner from the Powell Street BART station. We traveled for a week in California using only public transit, so the BART ride from the airport to the hotel was simple and fast. The cable car to Fisherman's Wharf departs a block away, as well. And the Market Street trolleys are equally convenient. One evening we bought ice cream at a nearby shop and just people-watched by the cable car turnaround for 20 minutes or so while licking our cones.Great show! It's also an easy walk to shopping, Chinatown and other notable neighborhoods. It is undeniably an urban location, on the edge of some scruffy blocks. There's a popular nightclub across Ellis Street from the hotel, plus you'll find San Francisco's plentiful &quot;street people&quot; represented in this 'hood, too. Having lived in cities for most of my life, I didn't find this off-putting - just part of the local color. But suburanites with kids in tow might find that disconcerting. Most of the people roaming the streets, though, seemed to be tourists, not locals.. Check-in was friendly and easy. We arrived late after a long flight from the East Coast, hungry but with little ambition or energy for hunting down a good restaurant. We went next door to Puccini &amp; Pinetti, the restaurant affiliated with the hotel. It was terrific. It was crowded, with a wait for tables, so we sat at the bar and ordered wine and small plates of munchies, which came quickly (I had a very good seared tuna plate and my brother had one of their mini pizzas. Total cost for the food: Just $12. We spent more on wine than the food!).Our rooms were compact but efficiently laid out and stylishly appointed. Huge flat-screen TV, desk/work station for my laptop - the wireless Internet worked fine. Big bathroom with shower and very good soaps, lotions, etc. The queen bed and bed linens were extremely comfortable. The AC systems in each room are typical of hotels; not as quiet as I would like, but they cooled the rooms well. I always travel with earplugs anyway, so noise wasn't an issue for me.I appreciated the 12 noon check-out time, which gave us some extra time for a final brunch in San Francisco before we had to leave town. For the location, budget-friendly value, comfort, style and wonderful staff, I would definitely stay at the Abri again."
16,2071,"Sep 28 2009 	Great Location	Very well done renovated 1920's hotel. The location is perfect. We had an inside room that was very quiet. The room was big enough, had a new HDTV and a great bed. The bathroom (no tub) was large and user friendly. Everything the hotel provided was first rate."
17,2071,"Sep 28 2009 	Energetic friendly Staffs with great location	Hotel ABRI made our anniversary in San Francisco, excellent, excellent and excellent! We spent a week at the hotel for our 5th year anniversary in September 2009. And found it a very nice 4 star, modern and contemporary hotel to stay at with a great staffs. The rooms were completely re-modeled, clean and quite, (I had an inside room that faced the inner courtyard, an outside street room may have more noise). I had a comfortable Suite room. The best part is the staff, location and price, the ABRI is 1/2 block from Powell Street Cable car line (Direct to fisherman's wharf) and 1 block from BART. It is truly in Union Square with tons of places to eat and shop and all kinds of things to do around. The shopping is literally around the corner and is in walking distance of China town and the piers."
18,2071,"Sep 27 2009 	Fantastic Location with very comfy beds!	We were supposed to be staying at this hotel for 3 nights then move on to another hotel in SF for another 2, however because of the great location and how nice the hotel was we booked for an extra 2 nights! plus they honoured the discount we recevied by paying on the net. The rooms were well decorated, tv was huge, the bed was the most comfiest bed i have ever stayed in! the bathroom was lovely, new and clean. Complimentary freshly brewed tea and coffee was good for the morning starts!Location wise - this hotel was great for BART - 1 minute walk, Powel tram line 30 seconds away, Cable cars 1 minute walk. Union Square 1 minute walk!"
19,2071,"Sep 25 2009 	Lovely hotel great staff great location	we stayed in this hotel for 9 nights of our 2 week trip! The staff were so friendly and accomodating.The free internet in the lobby was really handy for booking day trips.We were upgraded to a corner suite over looking ellis steet, although you could sometimes hear people outside the air con disguised it well.Rooms were nicely decorated, tvs were huge and had all the channels.Bathroom was big with lovely l'occtaine products.Only downside to hotel was not having breakfast, but had a list of places that were nearby.Ate in Dotties true blue cafe and Cafe mason a few times, Massive portions!!Alot of homeless people in the area but thats expected in such a big city.Close to all amenities, bart, cable cars, street cars, westfield shopping centre, macys, union square (for bus tours) and everything in walking distance (china town, fishermans wharf) if you like hills!!!Cycled across golden gate bridge and got the ferry back from Sausalito (worth a visit. lovely scenery of san fran), the hotel has brochures with discounts for renting bikes and tours like alcatraz.Steaks in the daily grill were lovely and the food in the cheese cake factory (top floor of macys) was amazing.Hotel was perfect location and couldnt recommend it highly enough."
20,2071,"Sep 20 2009 	Great hotel incredible staff awesome location	The hotel has one of the best locations for vacation travelers in the city. Centrally located right next to the BART station, our trip from the airport was a breeze. Additionally, you are right around the corner from the Powell St cable car turnaround. Walk outside and jump on!The lobby is tasteful and hip. Sort of a laid back version of a W. Every staff person we encountered went out of their way to be nice and accomodating. A top 10 in terms of overall service.We had a suite, which was small, but typical compared to other hotel suites in SF. Spotlessly clean, with modern tasteful furnishings. Free wireless. Our ONLY complaint is that our room had the faint smell of Subway. There is a subway on the ground floor, and I'm not sure how it got up that many floors, but the complaint is minor since it may not occur in other rooms.This truly is one the best values and nicest place to stay in SF."
21,2071,"Sep 16 2009 	Some pros but plenty of cons	Pros - quick walk to Moscone; inexpensive; staff tried to be attentiveCons - many homeless people, who could at times be quiet aggressive in their panhandling, lingering near the entrance to the hotel; tiny rooms - very difficult for 2 people to stay in 1 room/nowhere to store 2 suitcases; noisy AC/lots of street noise (nightclub is across the street); cleanliness was marginal. Crowning touch was when I left my 4th floor room to check out around 7 AM and was greeted by piles of vomit in multiple locations in the hallway."
22,2071,"Sep 11 2009 	Excellent location comfortable stay great value.	We have a group of 4 and stayed in the Urban Suite (1 room w/ king-sized bed, and 1 room with sofa-bed). Bathroom was very spacious. Hotel is right in Union Square, so very convenient for shopping and eating. Staff are friendly and helpful. Nice L'Occitane amenities. The A/C was quite noisy. Hotel did not have extra blankets for our sofa bed."
23,2071,"Sep 7 2009 	Comfortable room in a great location	The Hotel Abri was in a perfect location. We took the BART from the airport and loved the short walk to the hotel. We had a Queen interior room on the fifth floor. Although the room was small, it was well organized, quiet and comfortable. There were a few downsides but we overlooked them. The wireless internet didn't work in our room and the high definition television worked but it wasn't receiving a high def signal. We used the computer in the lobby when we needed to look something up. The front desk staff was friendly and helpful but it seemed these issues were out of their control. We purchased a Muni pass at the information desk in the airport for our transportation. There is a kiosk at the Bart Station but we avoided the long line by purchasing the pass at the airport. The cable car lines were long during the day but we could often jump on in the evening to come down the hill. We took a long walk up to North Beach the first night and enjoyed listening to musicians performing in Union Square and on a street corner in Chinatown. We ate at Ideale Restaurant and loved it. It's near City Lights book store. We ate breakfast at Lefty O'Doul's a few blocks away. If you are a baseball fan, it's a fun place to check out. If you are traveling light, the BART service to the airport is quick, convenient and much less expensive at $16.20 for both of us one way. We enjoyed our stay and will definitely visit this hotel again."
24,2071,"Sep 6 2009 	nice hotel but not great location	Because the hotel is on a small side street, there are homeless people right outside the hotel. It's a bit difficult coming and going from the hotel with young children. A larger hotel has more entry space to control the sidewalk. The lobby was small and quaint. Our room was fine, the a/c didn't work well. We had a junior suite. The bed and pillows very comfy. The bathroom is great and the shower is wonderful. Bath products were top of the line. The restaurant downstairs was okay."
25,2071,"Sep 5 2009 	Staff was great!	I can't say enough good things about the staff at this little boutique hotel. They were extremely helpful and friendly going out of their way to make our stay comfortable. When we wanted to go to a movie, they printed what was showing at nearby theaters and provided directions to each of them. When we needed a happy hour recommendation, they did the same. The hotel does not serve breakfast, but their are so many places nearby, that it's fun to try other locations.We arrived on a Thursday morning and stayed for three nights. We went to happy hour on Friday night at the restaurant next door. It was very crowded so we took our drinks back to the hotel lobby and drank them in front of the fire while deciding where to go to dinner that evening.The hotel is small -- small lobby and small rooms. Two computers with internet access available in the hotel lobby for guests. I think there was also access in the rooms, but we didn't bring out laptops, so I didn't pay attention.The room itself was small but nicely equipped. The hotel is old, but well-maintained. Brown tones dominated the color. Big, flat-screen TV and in-room refrigerator. Standard coffee maker. Bathroom nice with bath and body works toiletries. Not much room for moving around especially with two large suitcases, but we didn't really need it either. Overall, highly recommended."
26,2071,"Sep 3 2009 	Great Location Great Amenities	I had read reviews saying that the rooms at Abri were small and cramped - this was not the case for us. We had a corner front room (a tad noisy but we turned on the air conditioner to drown out street noise which worked well), which was extremely well appointed and spacious. The bathroom was huge and equipped with lovely L'Occitane products (very good quality). There was plenty of storage as well, and the fridge came in handy for snacks."
27,2071,"Sep 1 2009 	Couldn't stay - but would have loved to.	After a long flight and BART ride with our 5 year old daughter, we finally arrived at Hotel Abri. Unfortunately, when we were checking in we discovered that my husband accidentally booked the Hotel Abri for July (2 weeks before we were supposed to arrive in San Francisco). They were fully booked for all the nights we were going to be in San Francisco, but the staff diligently worked to find us another hotel (not advised to arrive in San Francisco without a hotel reserved!). He also reimbursed us the $120 we were charged for not showing up on the first night. While we were not able to stay at this hotel, it looked beautiful and the staff were great. Location is great as we stayed a couple of blocks from here. Would highly recommend based on even our limited experience. Will plan another trip to San Francisco just to stay here!"
28,2071,"Aug 30 2009 	This hotel was great!	I loved this hotel. The hotel was an older builidng but you would never know it. It had been totally redone less than 1 year ago. I would classify it as a boutique hotel. It was very hip and modern but not too over the top. The furnishings in the room very very modern, including the 42&quot; flat screen tv. The bed had tons of pillows and also great bedding. I was upgraded to a King Room so that made my 5 night stay more enjoyable.The location was right off of Powell Street, so it was 1 block away from Union Square and right on the cable car line. I couldn't hear the cable cars at all.I loved this hotel, and would stay there again in a minute. One month previous I was in San Fran. and stayed at the Westin Market Str., but would much rather have stayed here on both trips, because of location, and the type of boutique hotel that it was."
29,2071,Aug 26 2009 	Great hotel and service; stay in interior room away from street noise	We spent 5 days here and had a great stay after first night. First night we got a 2nd flr room overlooking Ellis st and the Fusion Lounge. Loud noise until 3:00 am after bar closed and all the taxis and yelling stopped and that was on a Thurs. Next night we were placed in a very nice room; spacious for San Fran and excellent service. Would stay again. Location great if you want to be near all the transportation (Mkt St and cable car)
30,2071,"Aug 24 2009 	Fantastic Stay	We stayed at Hotel Abri for 3 nights and was very pleased. The hotel is very clean with modern decor. We were pleasantly surprised to have a bottle of wine with personal greeting on arrival to help us celebrate our Anniversary. We had a room with 2 double beds. Although the room was very small, especially with all our luggage, it was comfortable. Only down side was the noise from the street below. The staff at the front desk are very friendly and helpful. There was complimentary coffee in the morning in the lobby and the kids liked the free bubble-gum machine in the lobby too. Location is excellent. We parked in the parking garage across the street ($6 per night when your car is parked after 5pm and out by 8am). This really wasn't a problem since my husband is an early riser. Definately recommend this hotel!"
31,2071,"Aug 18 2009 	Excellent pick	Great location, attractive hotel, helpful staff - what more can you ask for?"
32,2071,"Aug 12 2009 	Great value for money	I stayed 2 nights here. I found the internet deal less than US$100 per night. Just behind the main shopping area so great location. Lobby is very trendy, the room was not as new or trendy look as the lobby, but for $90something, it's great value for sure."
33,2071,"Aug 11 2009 	very nice convenient hotel	This is the second time I've stayed at the Hotel Abri. Very clean (I think it was just recently remodeled, or at least it looks that way). The rooms are small and quirky, with funny little staircases, which is very typical of many older SF hotels, but I think it adds to the charm. The decor was stylish and modern. My room this time was a little noisy with all the street noise outside, but then, that's been true of every SF hotel unless you at least 10 floors up. My room was actually a suite, with 2 flat-screen TVs. The staff were all very helpful. The location is great: between Union Square and the Powell St. BART station. Tons of theaters and restaurants all around. And on top of that, I got a great price ($125/night during the week). Highly recommended."
34,2071,"Aug 9 2009 	This hotel exceeded our expectations.	My husband and I stayed at the Abri for our 36th anniversary. From the first greeting at the front desk the friendly staff gave us exceptional services. We asked for a quiet room, and got one. The manager upgraded us to a suite without our asking and sent us a bottle of wine for our anniversary, with personal greetings!The room itself was very comfortable, and had every amenity we could have asked for. We enjoyed the very comfortable bed as well as the two wide screen TV's. The location was perfect. We would definitely stay here again. Even though we don't live too far away, we really felt &quot;on vacation&quot; here at the Abri."
35,2071,"Aug 2 2009 	marvelous stay	My wife and I stayed at this hotel for one night, walked in without reservation 2 days earlier, the person at the front desk gave us the special internet rate (119$US).We had a marvelous stay and warmly recommend this hotel.Bernard from Canada"
36,2071,"Jul 30 2009 	A home away from home	Hotel Abri offered the most amiable stay imaginable. Their service is impeccable, the quality of goods (decor, linens, L'Occitane toiletries) is remarkable and their prices are reasonable. The rooms are more spacious than those I have previously encountered in the city and designed optimally. They cover all the bases and then some. The showers were more than accommodating in size and the sleep afforded by the beds is unparalleled. The front desk personnel particularly make Abri endearing. Every single person behind the front desk displays a sincere interest in knowing, assisting and interacting day to day with you. My stay had to be extended and Abri was already booked by that point, but I found myself missing the people and hotel so much that even afterward I was dropping in every opportunity I could just to say hi. Hotel Abri saved me on so many occasions in my trip and I will never stay anywhere else as long as I can - and neither should you!"
37,2071,Jul 28 2009 	Great Place but the Aromatherapy Smell Was Awful.	I thought the employees were terrific. My room was perfect and quiet. I felt safe and sound there. The amenities were good although the wifi was a little spotty at times for service. My only complaint and the only reason I would not stay there again was the overpowering use of a scent machine in the lobby. It permeated the lobby and elevator with a very heavy and cloying scent. Anyone with allergies to perfume would not be able to endure this. Thankfully the smell did not extend to my room.
38,2071,"Jul 27 2009 	Amazing Stay in Great Location	I absolutely loved Hotel Abri! It was located right in Union Square where I was able to get around the city so easily. The great proximity to BART and cable cars allowed me to explore the lovely city of San Francisco. Wifi and business center was complimentary. The employees were very friendly and helpful with that and one of their great employees, Indy Shrestha, quickly helped me set up my connection along with a bottle of wine and snacks. Beds were very comfy and the rooms had the latest equipment. Nice Plasma TVs and I hooked up my Ipod to their included docks. Overall great location and customer service that is sure to bring me back."
39,2071,"Jul 26 2009 	Can't Wait To Go Back!!!	My husband, myself and our son just returned from a week stay at the Hotel Abri. It was truly wonderful. We were in the Oasis suite which was 500 square feet of pure comfort. We had a separate sitting area with queen size pull out sofa and a separate bedroom with king size bed. There was also a small fridge. The hotel has a wonderful restaurant attatched which will deliver dinner to your room from a limited menu. Food was incredible. The best thing about the Hotel Abri is the staff. They couldn't do enough for you to make sure that your visit was a pleasant one. ( Richard, the concierge, should offer a course on how to be a successful concierge-- he was great! ) Very centrally located. Great places for breakfast nearby-- Dottie's Tru Blue Cafe was the best. Not in the most desirable neighborhood and always a wait-- but well worth it. Sears on Powell was also good for breakfast. No shortage of Starbucks near the hotel. The only negative , and nothing the hotel could do about it ,was the noise from across the street at the Fusion Lounge. Personally didn't bother me as I grew up in New York but may bother some people. Also, parking is $43 a night but that seems to be on par with the city. Don't miss the chance to stay here. You won't be disappointed!"
40,2071,"Jul 23 2009 	Great Hotel!	I would definetly stay here again! This is close to everything! Shopping,Night Life all within walking distance! The staff was great and always greeted you and was great with finding local spots!"
41,2071,Jul 23 2009 	Good value and great location	The Abri Hotel has a very good location near Union Square. It's easy to hop on and off buses and cable cars as well as the BART just within a block from the hotel. The room nice and clean. Internet was included in our price but the hotel does not offer breakfast. There are however a lot of good places serving breakfast nearby. We had breakfast at Lori's diner a block away and were happy with food and service.
42,2071,"Jul 19 2009 	Loved it	Great location, nice room, pleasant atmosphere. Street noise was just a bit irritating, but the location more than made up for it. We stayed for several days and could easily want or take public transportation to anywhere we wanted to go."
43,2071,"Jul 17 2009 	Best. SF Hotel. Evah.	My sweety and I had visited San Francisco for an overnight trip and decided since I found a shockingly great price for this hotel and knew the neighbourhood, I figured this had to be good.. Understatement! The Hotel Abri was a stellar hotel; staff is always glad to see you, hotel is kept in immaculate condition, bed was worthy of taking home if it were possible, and L'Occitane toiletries were teh OMGz.. Ginormous flat-screen TV also came with a connection for your laptop so you can use it as a monitor, clock radio also had an iPod dock attached. The only negative out of the entire stay (which the Abri can't really help) was facing another hotel I've visited previously which had a new club open up. And when you have late night clubs in a big city, you also get an occasional drunk being asked to leave said club for acting royally ASBO. Other than that, I'd recommend the Abri if you're looking to splurge a bit for a hotel not far from Powell &amp; Market, a major transit hub and terminus for the Cable Cars just a couple blocks away.."
