IDREVIEW,HOTELID,REVIEW
199,2107,"Aug 8 2005	Great hotel!	For the price, it was an excellent room--separate shower and tub, tv in the bathroom! Nicely decorated, excellent service all around from the front desk to the room service and parking valets. Convenient location to Union Square and shopping/dining."
200,2107,Aug 3 2005	Great stay at the Pan!	The Pan Pacific exceeded all our expectations and we would stay there any time we visit San Francisco again. The room was exceptionally clean and the staff was very friendly and helpful in making rental car and restaurant reservations. It is very convenient to Union Square and downtown shopping.
201,2107,"Aug 3 2005	So So	We thought the Pan Pacific would offer more than we thought. Although we were able to get this room for a special deal - around $129 per night - we thought we would get so much more for a four star hotel. The room was a bit small, which was okay to us. However, the furniture and carpet were old and did not seem to fit the image of this hotel. The staff was friendly and location great. We would rate this hotel &quot;so so.&quot;"
202,2107,"Jul 29 2005	If this is what a 4 star hotel is about I'll save my money!	My wife and I spent a night at the Pan Pacific as a quick city getaway. We run a B&amp;B, so the idea of having someone else do the concierge, cleaning, and hosting was great. We were also looking forward to sleeping in as we are always up early to prepare breakfast for our guests.Check-in was uneventful and we got the type of room we booked (booked through Expedia even though a direct inquiry to the hotel showed no availability). The room itself was very large (it was a Deluxe King) and the bathroom was really nice. The tub with seperate shower was a plus as my wife could take a relaxing bath while I showered. It seems that the trend in hotels is to provide very large rooms. I don't understand why someone needs such a large room, particularly when they are very sparcely decorated, as was this room. It just made the room feel a bit cold and empty. There was a nice LCD TV, but again, when placed in a room that was so large, it looked really small. Believe it or not, I think a smaller room would've felt much more comfortable and luxurious.The problems began as we got ready for bed. Just as we were about to turn off the lights, my wife noticed a stain on the duvet cover. Upon closer inspection, there several stains (coffee, make-up, etc) and it became obvious that the duvet cover was just plain DIRTY. I called reception and the person who answered said he would send up a replacement. There was no apology and I could not detect the slightest feeling of concern from the person who answered the phone. Housekeeping arrived about 15 minutes later. Unfortunately, the person at reception did not tell housekeeping that it was the duvet cover that needed replacing, not the sheets. Housekeeping (who was very friendly and helpful) brought up new sheets. He looked at the duvet cover and said that they did not have extras. So we asked if he could bring us some extra blankets, which he did. While the blankets themselves were a bit ratty (one had a cigarette burn), they kept us warm. The bed was adequate, but it was NOT the Sealy they boast about in the book they have in the room that boasts about the high level of attention they pay to each guests individual needs. Rather, the mattress was a basic flat mattress with an old featherbed placed on top. We had asked for an 8am wake-up call but didn't need it. At 7:15am, we were awakened by the sound of construction work going on at the adjacent property. We could not go back to sleep. So much for sleeping in.Upon check-out, the person at reception asked how our stay was. When I told her that aside from the dirty duvet cover and being awakened by the construction, it was OK. She gave a nervous laugh and said &quot;Wow, that sounds adventurous. I'm sorry.&quot; I guess she did say sorry, but it was obvious she didn't want to ask any questions and did not want to know any more about it. So much for close attention to their guests individual needs.If this is what you get with a 4-star property and for $269 per night, they can have it. I'll go back to small bed and breakfasts where the owners take a personal interest in making sure each guest's needs are attended to and that each guest is completely happy with every aspect of their stay."
203,2107,"Jul 28 2005	Suberb Hotel	I'm just a teenager, but I've already stayed at some of the world's finest hotels...this one was one of them. It actually compared to the NYC Ritz Carlton. We visited San Fransisco for last year's spring break...instead of our beach house on Hilton Head Island. The hotel was stunningly beautiful. They sent a limo to pick us up from the airport and the staff was wonderfully attentive. The concierge tended to our every need, booking us box seats for the hottest shows in town. (I would highly reccomend attending Teatro Zinzanni...it was fantastic!) It was very close to Chinatown, and since it was right in Union Square, it had AMAZING shopping! Everything from Levi's (where you can get Levi's custom-made for you) to Macy's to Saks. The room service was just great. I can't wait to come back!"
204,2107,"Jul 27 2005	Left my heart at Pan Pacific	Just returned from San Francisco three days ago. After horrible delays with the airline we finally arrived at the Pan Pacific 11 hours late. The hotel was a very pleasant suprise after the dissapointment with the airline. The staff was extremely caring and helpful to us. The room was OUTSTANDING and the private butler service was a nice touch. The bed was just right and the huge bathroom luxurious. My wife took a long hot bath and so everyone was happy. The next day we spoke with Jason at the concierge desk and he was top notch- very knowledgeable and totally professional. I would stay there again for sure. Our maid was happy and pleasant and told us she would come back whenever we wanted since we needed to sleep a little late the first morning. Also, the location is very good for downtown walking and dining, etc. It's a $9.00 cab to Fisherman's Wharf and 22 blocks on foot back there if the cablecars breakdown (they did) and taxi's are all full (they were). You will be spolied at this hotel, but the extra $$$ you pay per night will be worth it."
205,2107,Jul 27 2005	Smart Hotel in a great location	The Pan Pacific is a great hotel in an ideal location to walk around San Francisco and for public transport. The room was spacious and it was great to be able to order room service and rent a movie. Also we asked the concierge for tickets to a giants game on a Saturday and she got them for us soo quickly. All in all a great stay and would go back the next time I was in San Francisco
206,2107,"Jul 25 2005	non-view hotel	Asked for a room (luxury king) with a view upon check-in and was given a room on the 16th floor looking out to a wall. Called the front desk and was told the hotel is a nonview hotel and the room had good views compared to other rooms. Subsquently found out there are rooms available with a view. I told the general manager that I felt the front desk was not up-front with me regarding rooms with a view. I felt they should have just stated none were available if that was the case. The manager stated he would speak to the front desk however he did not ask my name or room number so very doubtful that he followed through. For about the same money the Westin, Hyatt, Marriott and the Fairmont have views and in my opinion have better service."
207,2107,"Jul 17 2005	Great Hotel Very Good Location	My husband and I stayed here over the July 4th weekend of 2005. We were in a luxury king room which we liked very much. It was spacious and we loved the marble appointed bathroom with stall shower and a tub. The service was very good. They have a nice gym. They are just one block west of Union Square and walking distance to Chinatown. As we were leaving the day after the 4th we heard construction noise from across the street, which we had not heard until then because the workers were off for the weekend and holiday - so I recommend you wait until the construction is complete if you plan on being there during the week. We will definitely stay here again next year."
208,2107,"Jul 15 2005	Great Hotel!!!!	My husband and I have traveled extensively and always stay in nice hotels but I must say that the Pan Pacific was one of the best hotels overall we've ever stayed in. It was centrally located with great restaurants, theaters, and shopping within walking distance. The staff was extremely knowledgeable and professional and were very gracious. The check-in was easy and pulling up in front of hotel if you have your own car was convenient, considering that many SF hotels are a disaster in this area! The room was large by SF hotel standards and the bathroom was &quot;to-die-for&quot;!!! The bed was comfortable and the room was quiet even though we were facing a busy street! This hotel is gorgeous from the outside in and extremely clean everywhere. I don't know if it's been recently remodeled but it seems like an almost new hotel. We only stayed one night(Sat., July 9, 05) but we are most assuredly going to stay again!!! P.S. Morten's Steakhouse is one block away with great food though it was a bit noisy!"
209,2107,"Jul 14 2005	Paradise at Pan Pacific	We had the same problem with construction the user below had on July 4th weekend - however, we simply asked to be moved and the hotel promptly had a bellman up to our room to move our bags to the other room. Packing was annoying, but we were leaving in 2 days so it didnt matter much. The rooms were immaculate, bathrooms were clean and gorgeous, and the staff extremely friendly and helpful.Got room service for the night of July 4th, lasagna and a cheese quesadilla and was very tasty.Beds are amazing, and aside from the construction next door (prior to the room change), the rooms were ultra quiet.Would def stay here again"
210,2107,"Jul 8 2005	Great hotel but construction ruined it	In terms of value and quality this was one of the best hotels I've stayed in. The staff is very friendly and the room was clean with a decent amount of space. The bathtub is also a good size for a hotel room so lying in it is very comfortable. My complaint is the construction going on next door. I know this is in no way the Pan Pacific's fault but that doesn't mean it doesn't effect the quality of your stay. I stayed there during the 4th of July weekend and had no problems on Saturday, Sunday or Monday morning since those weren't work days. However, on Tuesday I was woken up at 7am by the sounds of drilling and hammering coming from the building next door. I could not get back to sleep and I'm sure many other guests had the same problem. Who likes to get up at 7am during a vacation or business trip?I would recommend this hotel once the construction is over but while its still going on, I would not want to stay there."
211,2107,"Jun 28 2005	Great Hotel!	My husband and I just returned from a great trip to San Francisco. The Pan Pacific was a great choice for the price. The accomodations were very clean and comfortable and the staff was always very helpful. When we return to SF, we will definitely return to the Pan Pacific."
212,2107,"Jun 27 2005	Absolutely loved the Pan Pacific	I have used trip advisor for several trips now and I have not been disappointed. I have found that you are the best source to find a hotel. My family and I were traveling to Yosemite and decided to stay three days in San Francisco. It was a hard decision to make but after reading your reviews decided on the Pan Pacific in San Francisco. What a wonderful decision. The hotel' s location is great -- it is within walking distance of many many stores/shopping. It is a short distance (5 minute walk) to the cable cars, Chinatown (walking distance a little longer), if you are renting from Hertz I believe they will do that for you (at least I know they will return the car for a $5 fee), and many other restaurants for breakfast, lunch and dinner. They are also close to several drug stores and mini markets. The hotel is beautiful inside and the rooms were roomy for 2 adults and 2 children with 5 pieces of luggage. The service and concierge were exceptional and went out of their way to do extra things for us. I cannot say enough about this place and the people who are working there. After going to Yosemite and several others places we needed to return to San Francisco for our return flight home and wanted to stayed again at the Pan Pacific which we did. The concierge printed our boarding passes for our airline and even arranged for a cab to be downstairs at a certain time to take us to the airport. This hotel even offers free car service during certain times of the day and several times instead of a cab they offered us the car for our own use. We loved this hotel and its location and would definitely stay here again. Finally, although a little more in price I was able to go on the Pan Pacific web site and get an internet special for several nights. Even if you pay a little more for this hotel -- you get what you pay for!"
213,2107,"Jun 22 2005	Would stay there again	I just returned from my trip tp San Francisco and I must say the Pan Pacific hotel is one of the best hotels I have ever stayed in. Everyone was friendly and the service was outstanding. The only downside is the location as it's in Union Square. However, it's a city, and like all city it's busy."
214,2107,"Jun 21 2005	Luxury Room -Not!	When seeing our room, that was standard, we decided to upgrade. Given choice of Deluxe or Luxury, we choose Luxury. Well, it was larger, but the bathroom was not as well equiped as the standard, no TV and smaller. Definately not worth the extra $50 per night. It took 30 minutes just to get a bucket of ice both evenings we were there. The room and beds were very comfortable, but for the price and service, I would try another hotel next time visiting San Francisco."
215,2107,"Jun 18 2005	Great hotelGreat price	I just spent a weekend at the Pan Pacific. Our room rate averaged $100. per night for a three day stay! The hotel was five star in all respects. I have stayed in many ultra luxury five star hotels, but have never experienced a better hotel for the money. The hotel has been recently rennovated and the rooms were clean and well appointed with a flat screen television and a second tv in the bathroom. The concierge and staff were great. We even got to use their complimentary limo a couple of times."
216,2107,"Jun 15 2005	Great Hotel Terrific deal	We stayed three nights. The hotel is in a top location off Union Square.If you like an active lobby with ornate furniture this is not for you. But if you like contemporary style, plush bathrooms, and attentive--but not stuffy--service, you'll like this. Everyone was friendly and helpful--door men, concierge, check-in, etc. Also, if you book by June 30 with Amex, you pay 1/2 price and the third night is free--essentially 3 nights for the price of one (rack rate)."
217,2107,"Jun 12 2005	Quiet class	Wonderful clean decor done with impeccable taste.Quiet rooms, no one bothers you, but everyone is available at a moments notice to help you. A complimentary hotel car is available to take guest to restaurants, plays, etc.Parking which is usually $42 a night was included in a recent special rate. Nice add-on."
